Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
MALL11,Shoppings,99.90,1230798.43,0.82,0.86,0.85 ,2.54 ,5.27 ,10.16 ,0.85 ,0.88 ,0.85 ,6.13 ,1.45 ,2.31 ,17.74 ,1694865745.73,121.22,0.82,0.70 ,1.09 ,1.80 ,18.43 ,11,12.50,129577,0.50  aa,,
MANA11,Indefinido,8.66,786575.48,0.93,0.11,1.26 ,3.75 ,7.64 ,15.70 ,1.25 ,1.27 ,1.31 ,10.50 ,-1.46 ,-0.22 ,26.11 ,349050253.18,,,,,,,14,14.85,27246,,1.00  aa,20.00  aa
MATV11,Indefinido,86.63,13027.43,1.36,0.60,0.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.11 ,-1.41 ,-0.69 ,-1.08 ,118155565.38,91.09,0.95,0.66 ,-1.89 ,-1.24 ,-0.18 ,1,0.37,8102,,,
MAXR11,Varejo,63.99,51213.74,0.61,0.52,0.81 ,1.83 ,3.37 ,31.55 ,0.61 ,0.56 ,2.63 ,4.46 ,-3.41 ,-2.62 ,11.19 ,115842518.64,102.91,0.62,0.31 ,-16.39 ,-16.13 ,-9.93 ,7,17.13,4384,,0.30  aa,
MBRF11,Lajes Corporativas,,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,1136.01,,0.88 ,-0.17 ,0.71 ,10.03 ,0,,0,,,
MCCI11,Papéis,86.90,1686888.61,0.93,0.90,1.02 ,3.16 ,6.67 ,12.94 ,1.05 ,1.11 ,1.08 ,7.76 ,3.79 ,4.85 ,31.78 ,1600526696.03,94.37,0.92,0.95 ,2.02 ,2.99 ,7.78 ,14,16.25,108567,0.80  aa,0.20  aa,20.00  aa
MCEM11,Shoppings,65.59,184322.14,1.97,0.48,0.73 ,2.21 ,2.21 ,7.42 ,0.74 ,0.74 ,2.47 ,2.21 ,0.28 ,1.01 ,25.74 ,98370276.23,,,,,,,14,667.89,171,,,
MCHF11,Papéis,9.10,1778820.09,0.14,2.59,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.51 ,0.00 ,0.00 ,,118155565.38,10.38,0.88,0.67 ,9.15 ,9.88 ,12.93 ,1,7.84,8102,0.77  aa,0.18  aa,20.00  aa
MCHY11,Papéis,8.58,4789731.61,0.72,0.10,1.39 ,3.81 ,7.19 ,13.89 ,1.27 ,1.20 ,1.16 ,13.89 ,-12.22 ,-11.00 ,-21.94 ,1060212799.64,9.50,0.90,1.05 ,-90.53 ,-90.43 ,-89.35 ,1,26.95,93666,1.10  aa,0.20  aa,20.00  aa
MCLO11,Imóveis Industriais e Logísticos,10.75,1668225.19,0.78,0.09,0.00 ,1.90 ,1.90 ,1.90 ,0.63 ,0.48 ,0.48 ,1.90 ,0.00 ,0.00 ,,1718587618.18,,,,,,,4,19.30,196,,,
MCRE11,Papéis,8.50,2059255.35,0.82,0.11,1.27 ,3.77 ,7.86 ,15.73 ,1.26 ,1.31 ,1.31 ,9.25 ,0.93 ,2.21 ,43.69 ,1140898084.80,,,,,,,1,21.66,83044,1.10  aa,0.20  aa,20.00  aa
MFAI11,Fundo de Fundos,69.98,11326.82,0.99,34.18,48.84 ,0.00 ,0.00 ,49.90 ,0.00 ,0.00 ,4.16 ,56.24 ,2.66 ,52.79 ,89.75 ,27463042.22,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,28.03,2301,,,
MFII11,Fundo de Desenvolvimento,80.58,616484.00,0.77,1.06,1.31 ,3.98 ,8.05 ,16.17 ,1.33 ,1.34 ,1.35 ,10.90 ,-1.03 ,0.27 ,5.02 ,619000725.64,103.82,0.78,1.06 ,-1.81 ,-0.77 ,9.71 ,1,21.79,33043,,2.00  aa,20.00  aa
MGCR11,Papéis,9.40,259145.59,0.15,0.33,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,0.00 ,0.00 ,,118155565.38,9.78,0.96,1.02 ,-89.08 ,-88.97 ,-88.55 ,14,14.56,8102,,,
MGFF11,Fundo de Fundos,69.99,2558695.75,1.10,4.26,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,73.54,0.95,0.71 ,2.57 ,3.29 ,-0.09 ,14,8.07,8102,,0.20  aa,20.00  aa
MGHT11,Hotéis,15.50,11266.96,0.58,0.13,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.24 ,-14.42 ,-14.07 ,-21.90 ,35816206.27,50.81,0.31,0.26 ,-40.63 ,-40.48 ,-43.69 ,1,63.00,4458,,1.20  aa,20.00  aa
MGLG11,Imóveis Industriais e Logísticos,40.99,55314.19,0.55,0.35,0.86 ,2.58 ,4.56 ,11.69 ,0.86 ,0.76 ,0.97 ,0.86 ,-3.60 ,-2.77 ,-2.77 ,116088485.68,61.55,0.67,0.57 ,57.54 ,58.43 ,-18.62 ,2,27.79,3712,,,
MGRI11,Indefinido,58.18,,0.95,1.42,0.00 ,0.00 ,8.02 ,19.66 ,0.00 ,1.34 ,1.64 ,12.42 ,0.00 ,0.00 ,,16732908.34,,,,,,,1,5.99,2,,,
MINT11,Educacional,96.50,2171.20,0.99,14.67,15.20 ,0.00 ,0.00 ,15.20 ,0.00 ,0.00 ,7.60 ,19.77 ,-5.85 ,8.46 ,14.95 ,50527673.91,,,,,,,3,20.47,94,,,
MMPD11,Indefinido,,,,1.24,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,59454315.28,,,,,,,14,,102,,,
MORC11,Papéis,89.87,1741368.33,1.41,3.08,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.03 ,0.00 ,0.00 ,,118155565.38,97.73,0.92,0.34 ,0.11 ,0.45 ,5.63 ,14,3.25,8102,,,
MORE11,Fundo de Fundos,76.21,1327577.67,1.19,6.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,86.87,0.88,0.81 ,4.88 ,5.72 ,2.91 ,14,2.67,8102,,,
MXRF11,Papéis,9.40,7243018.13,0.99,0.10,1.04 ,3.15 ,6.29 ,12.59 ,1.05 ,1.05 ,1.05 ,8.46 ,0.74 ,1.78 ,19.63 ,4148018667.95,9.48,0.99,1.05 ,-6.23 ,-5.24 ,0.29 ,5,12.07,1314632,,0.90  aa,
NAVT11,Papéis,70.01,55494.61,0.84,0.98,1.35 ,3.29 ,6.72 ,14.20 ,1.10 ,1.12 ,1.18 ,7.96 ,2.08 ,3.46 ,33.54 ,52353801.82,85.51,0.82,0.82 ,-4.54 ,-3.76 ,-2.66 ,14,33.91,2650,,1.00  aa,20.00  aa
NCHB11,Papéis,7.97,63111.70,0.82,0.11,1.34 ,4.06 ,7.73 ,15.13 ,1.35 ,1.29 ,1.26 ,4.06 ,11.10 ,12.58 ,10.18 ,148979591.77,9.75,0.82,1.02 ,-89.12 ,-89.01 ,-88.60 ,14,17.09,11451,,1.10  aa,
NCRI11,Papéis,8.29,2748.04,0.83,0.10,1.18 ,3.66 ,7.59 ,15.31 ,1.22 ,1.27 ,1.28 ,10.28 ,-7.76 ,-6.67 ,24.80 ,39286672.24,,,,,,,1,40.41,1169,,,
NELO11,Logística,,,,113.97,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,563627765.46,1284.77,,0.34 ,0.00 ,0.00 ,0.00 ,57,,2,,,
NEWL11,Imóveis Industriais e Logísticos,103.00,416946.96,0.80,0.95,0.92 ,2.74 ,5.82 ,11.58 ,0.91 ,0.97 ,0.97 ,7.86 ,-2.28 ,-1.38 ,13.75 ,360473246.88,127.94,0.81,0.74 ,6.54 ,7.33 ,22.49 ,3,17.48,9918,,0.95  aa,20.00  aa
NEWU11,Lajes Corporativas,83.01,10186.70,1.02,0.20,0.25 ,0.42 ,0.70 ,1.20 ,0.42 ,0.70 ,0.10 ,0.93 ,-0.19 ,0.06 ,3.74 ,57714686.23,77.78,1.07,0.09 ,11.74 ,11.84 ,19.85 ,3,53.72,1121,,,
NEXG11,Agricultura,131.52,149859.22,1.32,0.98,0.74 ,2.24 ,4.49 ,8.59 ,0.75 ,0.75 ,0.72 ,5.88 ,1.92 ,2.68 ,18.54 ,69929275.36,100.11,1.31,0.98 ,0.00 ,0.00 ,0.00 ,0,23.84,624,,,
NSLU11,Hospitalar,168.51,108541.70,0.79,1.66,0.98 ,2.93 ,6.03 ,12.24 ,0.98 ,1.01 ,1.02 ,8.27 ,1.80 ,2.79 ,24.68 ,271727197.87,210.11,0.80,0.74 ,5.63 ,6.41 ,12.91 ,1,20.19,5495,,2.50  aa,
NUIF11,Indefinido,91.64,63249.61,,1.20,1.31 ,2.57 ,6.38 ,13.62 ,0.86 ,1.06 ,1.14 ,7.56 ,5.15 ,6.53 ,14.45 ,,,,,,,,0,29.15,0,,,
NVHO11,Hospitalar,12.30,1572.48,0.75,0.09,0.71 ,2.07 ,4.32 ,8.81 ,0.69 ,0.72 ,0.73 ,5.86 ,-3.14 ,-2.46 ,6.88 ,689116335.47,16.61,0.74,0.51 ,19.07 ,19.68 ,40.04 ,4,70.03,1836,,,
NVIF11B,Fundo de Desenvolvimento,227.50,,0.86,1.11,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,88829544.94,263.28,0.86,0.42 ,-15.74 ,-15.38 ,5.40 ,2,,7,,,
NVRP11,Indefinido,150.00,5250.00,,64.73,107.40 ,0.00 ,0.00 ,107.40 ,0.00 ,0.00 ,107.40 ,107.40 ,0.00 ,0.00 ,,,,,,,,,0,425.28,0,,,
OBAL11,Imóveis Residenciais,1095.00,35040.00,0.95,81.96,0.00 ,0.00 ,7.34 ,7.34 ,0.00 ,3.67 ,3.67 ,7.34 ,0.00 ,0.00 ,,162555429.54,,,,,,,4,13.72,108,,,
OCRE11,Papéis,90.00,63674.35,1.01,0.64,0.76 ,2.48 ,4.58 ,9.33 ,0.83 ,0.76 ,0.78 ,6.07 ,15.23 ,16.10 ,-0.88 ,37675825.63,,,,,,,1,71.40,467,,,
OGHY11,Indefinido,8.72,22847.10,0.14,9.40,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.99 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,57.14,8102,,,
OGIN11,Misto,7.90,71341.52,,0.04,0.52 ,0.52 ,0.52 ,8.05 ,0.52 ,0.52 ,0.67 ,2.57 ,-6.76 ,-6.27 ,-17.39 ,,,,,,,,0,22.11,0,,,
OIAG11,Indefinido,7.65,108592.39,0.78,0.11,1.40 ,4.21 ,8.51 ,17.17 ,1.40 ,1.42 ,1.43 ,11.46 ,0.00 ,1.40 ,30.50 ,89006430.94,9.85,0.78,1.07 ,0.00 ,0.00 ,0.00 ,0,16.64,12444,,1.10  aa,20.00  aa
ONEF11,Lajes Corporativas,200.03,114431.47,3.13,2.85,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,182.79,1.09,17.78 ,-9.26 ,6.88 ,30.26 ,14,9.40,8102,,,
OPTM11,Misto,,,,0.14,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,4359523.97,,,,,,,1,,15,,,
ORPD11,Fundo de Desenvolvimento,93.00,402.75,0.66,1.38,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,41078624.14,124.68,0.75,1.11 ,0.95 ,2.06 ,2.06 ,14,24.80,7,,,
OUFF11,Fundo de Fundos,61.10,264340.11,0.96,0.76,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.10 ,-1.44 ,-0.20 ,-4.01 ,118155565.38,78.55,0.78,0.96 ,3.49 ,4.49 ,11.00 ,1,0.13,8102,,0.35  aa,30.00  aa
OUJP11,Papéis,77.76,327260.61,0.77,1.00,1.28 ,4.34 ,8.32 ,16.52 ,1.45 ,1.39 ,1.38 ,11.57 ,-5.12 ,-3.90 ,23.75 ,325939060.66,100.22,0.78,1.15 ,0.33 ,1.48 ,16.63 ,14,17.00,24935,,1.05  aa,20.00  aa
OULG11,Imóveis Industriais e Logísticos,39.91,1122336.39,0.67,0.24,0.65 ,0.65 ,3.02 ,3.02 ,0.65 ,0.50 ,0.25 ,3.02 ,16.52 ,17.27 ,23.89 ,152902492.42,61.68,0.65,1.24 ,-7.82 ,-6.67 ,-13.60 ,2,19.58,3541,,1.00  aa,
OURE11,Misto,78.20,224923.68,1.23,1.09,1.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.68 ,3.84 ,5.28 ,19.42 ,118155565.38,100.43,0.78,1.08 ,10.33 ,11.52 ,23.93 ,1,6.17,8102,,0.95  aa,25.00  aa
PABY11,Fundo de Desenvolvimento,10.81,92.37,0.23,0.13,,,,,,,,,,,,-22837821.36,251.42,0.04,0.00 ,1.74 ,1.74 ,5.49 ,15,46.49,553,,,
PATA11,Misto,10.80,1175.11,1.06,0.11,1.02 ,2.74 ,5.80 ,11.18 ,0.91 ,0.97 ,1.02 ,8.51 ,-1.05 ,-0.04 ,7.69 ,17000137.44,,,,,,,14,81.45,246,,,
PATB11,Lajes Corporativas,,,,6.81,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,840739971.77,,,,,,,3,,1,,,
PATC11,Fundo de Desenvolvimento,37.99,346312.48,0.93,0.05,0.13 ,0.70 ,1.97 ,4.53 ,0.70 ,0.33 ,0.38 ,2.84 ,-0.03 ,0.10 ,15.06 ,143317450.38,41.21,0.92,0.36 ,-46.05 ,-45.86 ,-48.30 ,4,13.08,5421,,1.18  aa,
PATL11,Imóveis Industriais e Logísticos,55.01,915295.78,0.57,0.57,1.01 ,3.50 ,7.24 ,14.48 ,1.17 ,1.21 ,1.21 ,9.86 ,7.30 ,8.39 ,45.11 ,482094322.66,96.58,0.57,0.59 ,-1.57 ,-0.99 ,6.43 ,5,23.68,25730,,1.13  aa,
PCAS11,Indefinido,,,,428.57,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,270521885.84,,,,,,,4,,100,,,
PEMA11,Papéis,39.01,1115.00,0.63,0.37,1.02 ,1.84 ,10.80 ,19.68 ,0.61 ,1.80 ,1.64 ,13.33 ,-16.63 ,-15.78 ,15.03 ,34063393.63,,,,,,,14,129.29,297,,,
PFIN11,Indefinido,76.37,385789.22,,0.75,0.96 ,0.96 ,0.96 ,4.35 ,0.96 ,0.96 ,0.36 ,0.96 ,20.31 ,21.47 ,21.47 ,,,,,,,,0,17.79,0,,,
PICE11,Indefinido,37.35,109808.45,,0.40,1.16 ,0.00 ,1.16 ,1.16 ,0.00 ,0.19 ,0.10 ,1.16 ,-8.02 ,-6.95 ,-6.95 ,,,,,,,,0,41.21,0,,,
PLAG11,Indefinido,49.49,811258.87,0.79,0.51,1.04 ,2.94 ,6.09 ,12.51 ,0.98 ,1.02 ,1.04 ,8.34 ,1.03 ,2.08 ,27.79 ,324466500.56,,,,,,,12,9.88,16140,,,
PLCA11,Indefinido,70.49,56953.74,0.75,1.00,1.40 ,4.19 ,7.38 ,15.95 ,1.40 ,1.23 ,1.33 ,10.63 ,-0.71 ,0.68 ,22.92 ,53136653.54,,,0.00 ,0.00 ,0.00 ,0.00 ,0,17.43,2600,,1.15  aa,10.00  aa
PLCR11,Papéis,79.15,551493.22,0.87,0.90,0.00 ,2.26 ,5.76 ,12.35 ,0.75 ,0.96 ,1.03 ,8.28 ,0.00 ,0.00 ,,192774394.31,91.40,0.87,0.98 ,0.78 ,1.78 ,12.03 ,1,20.26,14585,,1.20  aa,
PLOG11,Imóveis Industriais e Logísticos,66.71,70165.04,0.63,0.70,0.99 ,3.05 ,6.10 ,12.13 ,1.02 ,1.02 ,1.01 ,4.09 ,2.01 ,3.02 ,0.55 ,79648071.76,100.39,0.66,0.75 ,-0.02 ,0.72 ,8.77 ,1,16.63,3284,,,
PLRI11,Papéis,13.95,2516.65,0.75,0.11,0.92 ,0.92 ,16.59 ,68.68 ,0.92 ,2.77 ,5.72 ,34.31 ,-24.58 ,-23.88 ,25.21 ,14203219.25,18.24,0.76,0.46 ,-43.28 ,-43.02 ,-51.53 ,1,138.56,899,,,
PMFO11,Misto,85.96,364986.00,0.98,0.84,0.00 ,0.00 ,2.98 ,7.66 ,0.00 ,0.50 ,0.64 ,4.87 ,0.00 ,0.00 ,,85575048.37,,,,,,,14,30.24,193,,,
PMIS11,Misto,7.73,217410.78,0.84,0.09,1.16 ,3.62 ,7.19 ,14.61 ,1.21 ,1.20 ,1.22 ,9.75 ,-2.58 ,-1.45 ,12.88 ,137595284.54,,,,,,,14,25.85,7069,,,
PNCR11,Imóveis Residenciais,68.65,2.96,1.33,2.04,0.00 ,0.00 ,0.00 ,9.18 ,0.00 ,0.00 ,0.77 ,12.84 ,0.00 ,0.00 ,,25757149.44,,,,,,,14,60.37,113,,,
PNDL11,Fundo de Desenvolvimento,1040.00,1691040.00,0.98,3.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,153164089.47,,,,,,,14,8.43,56,,,
PNPR11,Fundo de Desenvolvimento,49.00,1999935.00,1.34,19.05,25.23 ,0.00 ,0.00 ,25.23 ,0.00 ,0.00 ,8.41 ,25.23 ,0.00 ,0.00 ,,32797170.15,,,,,,,1,73.19,17,,,
PNRC11,Indefinido,64.45,105.00,1.54,0.66,1.02 ,1.02 ,2.26 ,26.96 ,0.34 ,0.38 ,2.25 ,2.72 ,0.00 ,0.00 ,,17198640.96,,,,,,,14,75.84,105,,,
PORD11,Papéis,8.14,293268.48,0.86,0.09,1.10 ,3.32 ,6.78 ,13.85 ,1.11 ,1.13 ,1.15 ,9.15 ,-2.68 ,-1.61 ,24.58 ,357864371.55,9.60,0.85,0.97 ,-90.21 ,-90.12 ,-89.05 ,1,17.32,44179,,0.90  aa,15.00  aa
PPEI11,Indefinido,88.21,125108.09,,4.25,4.76 ,4.76 ,4.76 ,9.85 ,1.59 ,0.79 ,1.41 ,4.76 ,13.58 ,18.98 ,18.98 ,,,,,,,,0,29.35,0,,,
PQAG11,Imóveis Industriais e Logísticos,55.77,737.05,1.01,0.47,0.84 ,2.54 ,5.19 ,10.27 ,0.85 ,0.87 ,0.86 ,6.89 ,-1.98 ,-1.15 ,9.95 ,775279072.89,55.41,1.01,0.85 ,-3.23 ,-2.41 ,7.21 ,1,32.59,470,,,
PQDP11,Shoppings,2398.99,205671.39,0.71,18.33,0.74 ,2.84 ,5.69 ,11.36 ,0.95 ,0.95 ,0.95 ,7.54 ,2.16 ,2.91 ,41.92 ,336538742.69,3346.61,0.72,0.73 ,6.79 ,7.58 ,4.00 ,1,21.93,3326,,0.23  aa,
PRIF11,Indefinido,90.11,79867.16,,1.00,0.00 ,1.01 ,2.93 ,2.93 ,0.34 ,0.98 ,0.98 ,2.93 ,0.00 ,0.00 ,,,,,,,,,0,35.49,0,,,
PRSV11,Lajes Corporativas,36.00,841.55,0.26,14.10,7.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.59 ,2.53 ,10.30 ,17.80 ,32323379.12,364.23,0.10,0.44 ,-0.03 ,0.41 ,-3.81 ,1,80.58,830,,,
PRTS11,Shoppings,15303.08,3768438727.79,239.82,0.05,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,18.93,8102,,,
PULV11,Papéis,7.87,10807.17,0.79,0.10,1.21 ,3.54 ,7.21 ,13.96 ,1.18 ,1.20 ,1.16 ,9.74 ,-1.38 ,-0.19 ,-4.41 ,119281473.10,,,,,,,14,50.65,934,,,
PVBI11,Lajes Corporativas,72.55,2378801.48,0.69,0.50,0.67 ,1.96 ,3.90 ,8.38 ,0.65 ,0.65 ,0.70 ,5.44 ,-1.54 ,-0.88 ,11.29 ,2926884337.24,107.88,0.67,0.46 ,4.34 ,4.83 ,13.77 ,7,21.15,161941,0.80  aa,0.20  aa,
QAGR11,,41.00,258464.62,0.77,0.46,0.97 ,3.23 ,6.33 ,12.35 ,1.08 ,1.06 ,1.03 ,4.28 ,17.02 ,18.16 ,15.11 ,305270267.01,60.57,0.68,0.76 ,8.47 ,9.29 ,8.23 ,12,9.70,17348,,1.00  aa,
QAMI11,Papéis,84.68,67019.00,1.33,1.00,1.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.32 ,6.69 ,7.94 ,14.22 ,118155565.38,92.80,0.91,1.08 ,1.42 ,2.51 ,14.58 ,14,112.81,8102,,,
QIRI11,Papéis,78.04,6867.57,1.22,89.64,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.90 ,0.00 ,0.00 ,,118155565.38,89.61,0.87,100.03 ,-0.41 ,99.21 ,116.58 ,14,9.65,8102,,,
QNTS11,Indefinido,,,,0.75,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,234231671.00,,,,,,,2,,135,,,
RBCO11,Lajes Corporativas,,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,90.22,,0.22 ,1.03 ,1.25 ,-7.08 ,0,,0,,,
RBDS11,Fundo de Desenvolvimento,2.25,115.07,0.11,2.35,12.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.63 ,0.00 ,0.00 ,,2302162.34,22.98,0.10,0.00 ,0.00 ,0.00 ,0.00 ,14,104.12,823,,,20.00  aa
RBFF11,Fundo de Fundos,50.30,198312.26,0.84,0.51,1.00 ,2.95 ,6.11 ,12.36 ,0.98 ,1.02 ,1.03 ,8.38 ,-2.12 ,-1.14 ,16.89 ,227290900.59,60.62,0.83,0.84 ,-5.03 ,-4.23 ,2.48 ,14,24.63,26329,,0.78  aa,20.00  aa
RBGS11,Shoppings,28.45,,0.45,0.18,0.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.62 ,-1.90 ,-1.29 ,-1.29 ,118155565.38,90.78,0.31,0.18 ,0.00 ,0.18 ,1.17 ,14,,8102,,,
RBHG11,Papéis,67.76,187168.74,0.75,0.80,1.19 ,3.52 ,7.14 ,14.37 ,1.17 ,1.19 ,1.20 ,9.70 ,2.07 ,3.29 ,2.03 ,190049687.04,87.66,0.77,0.91 ,-4.80 ,-3.93 ,6.32 ,14,21.07,8967,0.68  aa,0.12  aa,
RBHY11,Papéis,73.46,250612.65,0.79,1.05,1.38 ,3.98 ,8.05 ,16.16 ,1.33 ,1.34 ,1.35 ,10.93 ,-6.76 ,-5.48 ,11.69 ,175658968.85,92.77,0.79,1.13 ,-1.43 ,-0.32 ,13.18 ,14,17.30,3227,0.88  aa,0.12  aa,10.00  aa
RBIF11,Indefinido,72.11,117159.48,,0.95,1.31 ,3.83 ,7.86 ,14.26 ,1.28 ,1.31 ,1.19 ,10.68 ,-1.87 ,-0.58 ,15.69 ,,,,,,,,0,22.75,0,,,
RBIR11,Fundo de Desenvolvimento,87.96,50004.74,0.88,2.24,2.47 ,3.63 ,6.57 ,13.27 ,1.21 ,1.10 ,1.11 ,9.66 ,4.51 ,7.09 ,30.93 ,152902096.62,,,,,,,14,20.73,1482,,,
RBLG11,Imóveis Industriais e Logísticos,38.00,362.50,0.57,0.61,0.00 ,2.25 ,5.48 ,12.32 ,0.75 ,0.91 ,1.03 ,6.73 ,0.00 ,0.00 ,,42424995.66,60.37,0.63,0.75 ,-39.92 ,-39.47 ,-37.26 ,1,79.46,251,,1.00  aa,20.00  aa
RBOP11,Lajes Corporativas,210.00,19143.32,0.31,3.50,0.97 ,0.00 ,0.00 ,3.53 ,0.00 ,0.00 ,0.29 ,16.71 ,-0.40 ,0.57 ,101.33 ,69575719.75,,,,,,,2,49.51,3016,,1.10  aa,20.00  aa
RBRD11,Varejo,39.95,44085.78,0.62,0.50,1.23 ,3.88 ,7.98 ,15.60 ,1.29 ,1.33 ,1.30 ,11.09 ,-0.05 ,1.18 ,39.42 ,120071900.41,64.84,0.62,0.77 ,-2.04 ,-1.28 ,-3.28 ,5,24.70,7587,,0.17  aa,
RBRF11,Fundo de Fundos,6.55,1341612.39,0.76,0.06,0.86 ,2.58 ,5.47 ,12.98 ,0.86 ,0.91 ,1.08 ,7.28 ,1.71 ,2.59 ,33.54 ,1179191881.61,8.62,0.76,0.70 ,-89.47 ,-89.40 ,-89.33 ,1,17.24,118187,0.80  aa,0.20  aa,20.00  aa
RBRI11,Fundo de Desenvolvimento,850.00,1883.67,1.07,13.00,0.00 ,5.12 ,29.78 ,39.16 ,1.71 ,4.96 ,3.56 ,29.78 ,0.00 ,0.00 ,,110947327.98,,,,,,,1,176.84,127,,,
RBRL11,Imóveis Industriais e Logísticos,83.50,255936.74,0.80,0.75,0.89 ,2.73 ,5.97 ,12.81 ,0.91 ,1.00 ,1.07 ,8.36 ,0.80 ,1.70 ,44.71 ,701629489.22,104.92,0.80,0.71 ,-2.18 ,-1.48 ,6.53 ,6,20.48,13358,1.00  aa,0.18  aa,20.00  aa
RBRM11,Fundo de Desenvolvimento,94794.81,,17.88,5302.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,2860101.93,,,,,,,14,,54,,,
RBRP11,Lajes Corporativas,49.66,986687.61,0.66,0.40,0.81 ,2.42 ,5.17 ,11.68 ,0.81 ,0.86 ,0.97 ,7.34 ,-1.00 ,-0.20 ,12.68 ,925847836.27,76.02,0.65,0.53 ,-6.95 ,-6.46 ,-2.77 ,6,21.15,64199,1.00  aa,0.18  aa,20.00  aa
RBRR11,Papéis,87.87,1921502.35,0.94,1.00,1.11 ,3.35 ,6.99 ,13.30 ,1.12 ,1.17 ,1.11 ,8.06 ,4.08 ,5.24 ,31.33 ,1397668320.97,92.82,0.95,0.97 ,-1.33 ,-0.37 ,2.55 ,14,15.06,125510,0.80  aa,0.20  aa,20.00  aa
RBRS11,Fundo de Desenvolvimento,46.20,40371.52,0.48,0.07,0.16 ,2.59 ,3.22 ,3.42 ,0.86 ,0.54 ,0.29 ,3.42 ,2.18 ,2.34 ,-6.78 ,166302565.93,95.89,0.48,0.07 ,1.91 ,1.99 ,8.10 ,4,44.53,1015,,,
RBRX11,Indefinido,7.84,336573.09,0.79,0.10,1.19 ,3.43 ,6.69 ,13.20 ,1.14 ,1.12 ,1.10 ,7.81 ,0.25 ,1.44 ,30.08 ,287992121.42,,,,,,,14,17.41,11784,1.30  aa,,20.00  aa
