Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas
NCHB11,Papéis,7.97,63111.70,0.11,1.34 ,4.06 ,7.73 ,15.13 ,1.35 ,1.29 ,1.26 ,4.06 ,11.10 ,12.58 ,10.18 ,148979591.77,9.75,0.82,1.02 ,-89.12 ,-89.01 ,-88.60 ,14,17.09,11451
NCRI11,Papéis,8.28,1908.91,0.10,1.18 ,3.66 ,7.59 ,15.31 ,1.22 ,1.27 ,1.28 ,10.28 ,-7.76 ,-6.67 ,24.80 ,39219841.94,,,,,,,1,40.54,1201
NELO11,Logística,,,113.97,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,510271097.72,1163.14,,1.42 ,0.00 ,0.00 ,0.00 ,57,,2
NEWL11,Imóveis Industriais e Logísticos,102.80,628531.32,0.95,0.92 ,2.74 ,5.82 ,11.58 ,0.91 ,0.97 ,0.97 ,7.86 ,-2.28 ,-1.38 ,13.75 ,360386802.54,127.91,0.80,0.74 ,6.51 ,7.30 ,22.46 ,3,17.50,9961
NEWU11,Lajes Corporativas,89.99,52278.89,0.20,0.25 ,0.42 ,0.70 ,1.20 ,0.42 ,0.70 ,0.10 ,0.93 ,-0.19 ,0.06 ,3.74 ,62162244.88,83.78,1.07,0.08 ,20.36 ,20.46 ,29.09 ,3,53.47,1116
NEXG11,Agricultura,128.98,125992.62,0.98,0.74 ,2.24 ,4.49 ,8.59 ,0.75 ,0.75 ,0.72 ,5.88 ,1.92 ,2.68 ,18.54 ,69929275.36,100.11,1.29,0.98 ,0.00 ,0.00 ,0.00 ,0,23.88,624
NSLU11,Hospitalar,172.88,162276.09,1.66,0.98 ,2.93 ,6.03 ,12.24 ,0.98 ,1.01 ,1.02 ,8.27 ,1.80 ,2.79 ,24.68 ,271895684.99,210.24,0.82,0.75 ,5.69 ,6.49 ,12.99 ,1,20.69,5427
NUIF11,Indefinido,92.00,60498.05,1.20,1.31 ,2.57 ,6.38 ,13.62 ,0.86 ,1.06 ,1.14 ,7.56 ,5.15 ,6.53 ,14.45 ,,,,,,,,0,29.21,0
NVHO11,Hospitalar,12.14,2037.50,0.09,0.71 ,2.07 ,4.32 ,8.81 ,0.69 ,0.72 ,0.73 ,5.86 ,-3.14 ,-2.46 ,6.88 ,689431304.79,16.61,0.73,0.52 ,19.07 ,19.69 ,40.05 ,4,69.79,1825
NVIF11B,Fundo de Desenvolvimento,227.50,,1.11,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,88829544.94,263.28,0.86,0.42 ,-15.74 ,-15.38 ,5.40 ,2,,7
NVRP11,Indefinido,150.00,5250.00,64.73,107.40 ,0.00 ,0.00 ,107.40 ,0.00 ,0.00 ,107.40 ,107.40 ,0.00 ,0.00 ,,,,,,,,,0,409.98,0
OBAL11,Imóveis Residenciais,1095.00,1095.00,81.96,0.00 ,0.00 ,7.34 ,7.34 ,0.00 ,3.67 ,3.67 ,7.34 ,0.00 ,0.00 ,,169990949.91,,,,,,,4,13.68,104
OCRE11,Papéis,103.80,62829.32,0.64,0.76 ,2.48 ,4.58 ,9.33 ,0.83 ,0.76 ,0.78 ,6.07 ,15.23 ,16.10 ,-0.88 ,36780525.58,,,,,,,1,71.46,478
OGHY11,Indefinido,8.72,22847.10,9.40,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.99 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,57.14,8102
OGIN11,Misto,7.96,74560.23,0.08,1.00 ,2.50 ,3.47 ,11.44 ,0.83 ,0.58 ,0.95 ,4.55 ,-2.45 ,-1.47 ,-13.02 ,,,,,,,,0,22.01,0
OIAG11,Indefinido,7.77,123674.59,0.11,1.41 ,4.22 ,8.52 ,17.18 ,1.41 ,1.42 ,1.43 ,11.47 ,-0.76 ,0.63 ,29.52 ,88338857.95,9.78,0.79,1.12 ,0.00 ,0.00 ,0.00 ,0,16.75,12952
ONDV11,Exploração de Imóveis,10.50,14227.00,0.13,1.25 ,1.25 ,1.25 ,1.25 ,0.42 ,0.21 ,0.21 ,1.25 ,0.00 ,0.00 ,,12141555.77,,,,,,,14,70.85,220
ONEF11,Lajes Corporativas,200.03,114431.47,2.85,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,182.79,1.09,17.78 ,-9.26 ,6.88 ,30.26 ,14,9.40,8102
OPTM11,Misto,,,0.14,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,4350284.63,,,,,,,1,,15
ORPD11,Fundo de Desenvolvimento,93.00,402.75,1.38,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,41038624.14,124.68,0.75,1.11 ,0.95 ,2.06 ,2.06 ,14,24.80,6
OUFF11,Fundo de Fundos,61.10,264340.11,0.76,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.10 ,-1.44 ,-0.20 ,-4.01 ,118155565.38,78.55,0.78,0.96 ,3.49 ,4.49 ,11.00 ,1,0.13,8102
OUJP11,Papéis,78.85,364490.27,1.00,1.28 ,4.34 ,8.32 ,16.52 ,1.45 ,1.39 ,1.38 ,11.57 ,-5.12 ,-3.90 ,23.75 ,325127666.41,99.97,0.79,1.34 ,0.08 ,1.42 ,16.56 ,14,17.05,25265
OULG11,Imóveis Industriais e Logísticos,38.01,1198802.23,0.02,0.05 ,0.70 ,0.70 ,3.07 ,0.70 ,0.70 ,0.26 ,3.07 ,2.13 ,2.18 ,26.59 ,153008792.32,61.67,0.62,0.40 ,-7.83 ,-7.47 ,-14.33 ,2,19.23,3455
OURE11,Misto,78.20,224923.68,1.09,1.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.68 ,3.84 ,5.28 ,19.42 ,118155565.38,100.43,0.78,1.08 ,10.33 ,11.52 ,23.93 ,1,6.17,8102
PABY11,Fundo de Desenvolvimento,11.03,141.20,0.13,,,,,,,,,,,,-23263588.07,251.42,0.04,0.00 ,1.74 ,1.74 ,5.49 ,15,46.43,502
PATA11,Misto,9.80,3801.11,0.11,1.02 ,2.74 ,5.80 ,11.18 ,0.91 ,0.97 ,1.02 ,8.51 ,-1.05 ,-0.04 ,7.69 ,17045133.18,,,,,,,14,82.39,255
PATB11,Lajes Corporativas,,,6.81,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,845569509.67,,,,,,,3,,1
PATC11,Fundo de Desenvolvimento,38.00,358543.23,0.05,0.13 ,0.70 ,1.97 ,4.53 ,0.70 ,0.33 ,0.38 ,2.84 ,-0.03 ,0.10 ,15.06 ,143288944.84,41.21,0.92,0.17 ,-46.05 ,-45.96 ,-48.40 ,4,13.05,5283
PATL11,Imóveis Industriais e Logísticos,56.24,480954.50,0.57,1.01 ,3.50 ,7.24 ,14.48 ,1.17 ,1.21 ,1.21 ,9.86 ,7.30 ,8.39 ,45.11 ,482036737.91,96.57,0.58,0.72 ,-1.58 ,-0.87 ,6.57 ,6,23.79,25727
PCAS11,Indefinido,,,428.57,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,270521885.84,,,,,,,4,,100
PEMA11,Papéis,39.01,396.50,0.37,1.02 ,1.84 ,10.80 ,19.68 ,0.61 ,1.80 ,1.64 ,13.33 ,-16.63 ,-15.78 ,15.03 ,33837741.73,,,,,,,14,130.27,293
PFIN11,Indefinido,76.44,592725.45,0.75,0.98 ,1.94 ,1.94 ,5.33 ,0.65 ,0.32 ,0.44 ,1.94 ,-2.09 ,-1.13 ,20.10 ,,,,,,,,0,17.79,0
PICE11,Indefinido,37.97,111060.81,0.40,1.16 ,0.00 ,1.16 ,1.16 ,0.00 ,0.19 ,0.10 ,1.16 ,-8.02 ,-6.95 ,-6.95 ,,,,,,,,0,40.96,0
PLAG11,Indefinido,49.00,863825.59,0.51,1.04 ,2.94 ,6.09 ,12.51 ,0.98 ,1.02 ,1.04 ,8.34 ,1.03 ,2.08 ,27.79 ,321814836.94,,,,,,,12,9.87,15854
PLCA11,Indefinido,70.15,58246.91,1.00,1.40 ,4.19 ,7.38 ,15.95 ,1.40 ,1.23 ,1.33 ,10.63 ,-0.71 ,0.68 ,22.92 ,53288715.70,95.67,0.73,1.05 ,0.00 ,0.00 ,0.00 ,0,17.41,2548
PLCR11,Papéis,79.15,954011.67,0.90,0.00 ,2.26 ,5.76 ,12.35 ,0.75 ,0.96 ,1.03 ,8.28 ,0.00 ,0.00 ,,192110857.40,91.08,0.87,0.99 ,0.43 ,1.42 ,11.65 ,1,20.42,14035
PLOG11,Imóveis Industriais e Logísticos,66.71,70165.04,0.70,0.99 ,3.05 ,6.10 ,12.13 ,1.02 ,1.02 ,1.01 ,4.09 ,2.01 ,3.02 ,0.55 ,79648071.76,100.39,0.66,0.75 ,-0.02 ,0.72 ,8.77 ,1,16.63,3284
PLRI11,Papéis,12.98,3154.11,0.11,0.92 ,0.92 ,16.59 ,68.68 ,0.92 ,2.77 ,5.72 ,34.31 ,-24.58 ,-23.88 ,25.21 ,14031870.24,18.24,0.71,0.46 ,-43.28 ,-43.02 ,-51.53 ,1,137.40,874
PMFO11,Misto,85.96,364986.00,0.84,0.00 ,0.00 ,2.98 ,7.66 ,0.00 ,0.50 ,0.64 ,4.87 ,0.00 ,0.00 ,,84255475.00,,,,,,,14,30.24,193
PMIS11,Misto,7.68,298956.14,0.09,1.16 ,3.62 ,7.19 ,14.61 ,1.21 ,1.20 ,1.22 ,9.75 ,-2.58 ,-1.45 ,12.88 ,137155186.75,,,,,,,14,25.51,7060
PNCR11,Imóveis Residenciais,68.65,2.96,2.04,0.00 ,0.00 ,0.00 ,9.18 ,0.00 ,0.00 ,0.77 ,12.84 ,0.00 ,0.00 ,,24723629.86,,,,,,,14,60.55,113
PNDL11,Fundo de Desenvolvimento,1040.00,1691040.00,3.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,153139195.98,,,,,,,14,8.46,56
PNPR11,Fundo de Desenvolvimento,49.00,1999935.00,19.05,25.23 ,0.00 ,0.00 ,25.23 ,0.00 ,0.00 ,8.41 ,25.23 ,0.00 ,0.00 ,,32864819.24,,,,,,,1,73.19,17
PNRC11,Indefinido,64.45,105.00,0.66,1.02 ,1.02 ,2.26 ,26.96 ,0.34 ,0.38 ,2.25 ,2.72 ,0.00 ,0.00 ,,17186643.01,,,,,,,14,75.84,105
PORD11,Papéis,8.11,389275.50,0.09,1.10 ,3.32 ,6.78 ,13.85 ,1.11 ,1.13 ,1.15 ,9.15 ,-2.68 ,-1.61 ,24.58 ,356949241.76,9.57,0.85,0.99 ,-90.24 ,-90.15 ,-89.09 ,1,17.28,44853
PPEI11,Indefinido,89.00,164260.76,4.25,4.76 ,4.76 ,4.76 ,9.85 ,1.59 ,0.79 ,1.41 ,4.76 ,13.58 ,18.98 ,18.98 ,,,,,,,,0,29.46,0
PQAG11,Imóveis Industriais e Logísticos,55.24,2073.21,0.47,0.84 ,2.54 ,5.19 ,10.27 ,0.85 ,0.87 ,0.86 ,6.89 ,-1.98 ,-1.15 ,9.95 ,774657775.67,55.36,1.00,0.85 ,-3.32 ,-2.50 ,7.11 ,1,32.67,470
PQDP11,Shoppings,2395.00,163876.55,18.33,0.74 ,2.84 ,5.69 ,11.36 ,0.95 ,0.95 ,0.95 ,7.54 ,2.16 ,2.91 ,41.92 ,334637324.68,3327.70,0.72,0.77 ,6.19 ,7.01 ,3.45 ,1,22.09,3305
PRIF11,Indefinido,114.00,159391.11,1.00,0.00 ,1.01 ,2.93 ,2.93 ,0.34 ,0.98 ,0.98 ,2.93 ,0.00 ,0.00 ,,,,,,,,,0,96.57,0
PRSV11,Lajes Corporativas,33.44,933.89,14.10,7.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.59 ,2.53 ,10.30 ,17.80 ,32299298.46,364.23,0.09,0.44 ,-0.03 ,0.41 ,-3.81 ,1,81.14,825
PRTS11,Shoppings,15303.08,3768438727.79,0.05,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,18.93,8102
PULV11,Papéis,8.24,30070.50,0.10,1.21 ,3.54 ,7.21 ,13.96 ,1.18 ,1.20 ,1.16 ,9.74 ,-1.38 ,-0.19 ,-4.41 ,118185536.29,,,,,,,14,50.76,955
PVBI11,Lajes Corporativas,72.59,2449870.00,0.50,0.67 ,1.96 ,3.90 ,8.38 ,0.65 ,0.65 ,0.70 ,5.44 ,-1.54 ,-0.88 ,11.29 ,2925180420.68,107.82,0.67,0.46 ,4.28 ,4.77 ,13.70 ,7,21.09,160159
QAGR11,,41.00,258464.62,0.46,0.97 ,3.23 ,6.33 ,12.35 ,1.08 ,1.06 ,1.03 ,4.28 ,17.02 ,18.16 ,15.11 ,305270267.01,60.57,0.68,0.76 ,8.47 ,9.29 ,8.23 ,12,9.70,17348
QAMI11,Papéis,84.68,67019.00,1.00,1.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.32 ,6.69 ,7.94 ,14.22 ,118155565.38,92.80,0.91,1.08 ,1.42 ,2.51 ,14.58 ,14,112.81,8102
QIRI11,Papéis,78.04,6867.57,89.64,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.90 ,0.00 ,0.00 ,,118155565.38,89.61,0.87,100.03 ,-0.41 ,99.21 ,116.58 ,14,9.65,8102
QNTS11,Indefinido,,,0.75,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,234088310.66,,,,,,,2,,135
RBCO11,Lajes Corporativas,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,90.22,,0.22 ,1.03 ,1.25 ,-7.08 ,0,,0
RBDS11,Fundo de Desenvolvimento,2.50,134.42,2.35,12.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.63 ,0.00 ,0.00 ,,2083732.47,22.98,0.11,0.00 ,0.00 ,0.00 ,0.00 ,14,105.59,825
RBFF11,Fundo de Fundos,50.00,216638.27,0.51,1.00 ,2.95 ,6.11 ,12.36 ,0.98 ,1.02 ,1.03 ,8.38 ,-2.12 ,-1.14 ,16.89 ,223660531.11,59.66,0.84,0.85 ,-6.53 ,-5.73 ,0.87 ,14,24.54,26581
RBGS11,Shoppings,28.45,,0.18,0.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.62 ,-1.90 ,-1.29 ,-1.29 ,118155565.38,90.78,0.31,0.18 ,0.00 ,0.18 ,1.17 ,14,,8102
RBHG11,Papéis,65.90,208270.77,0.80,1.19 ,3.52 ,7.14 ,14.37 ,1.17 ,1.19 ,1.20 ,9.70 ,2.07 ,3.29 ,2.03 ,187220438.01,86.36,0.76,0.93 ,-6.21 ,-5.34 ,4.76 ,14,21.35,8538
RBHY11,Papéis,74.05,271139.59,1.05,1.38 ,3.98 ,8.05 ,16.16 ,1.33 ,1.34 ,1.35 ,10.93 ,-6.76 ,-5.48 ,11.69 ,172233475.06,90.96,0.81,1.15 ,-3.36 ,-2.24 ,10.99 ,14,17.28,3230
RBIF11,Indefinido,72.19,132923.41,0.95,1.31 ,3.83 ,7.86 ,14.26 ,1.28 ,1.31 ,1.19 ,10.68 ,-1.87 ,-0.58 ,15.69 ,,,,,,,,0,22.73,0
RBIR11,Fundo de Desenvolvimento,90.41,55450.91,2.24,2.47 ,3.63 ,6.57 ,13.27 ,1.21 ,1.10 ,1.11 ,9.66 ,4.51 ,7.09 ,30.93 ,152595975.59,,,,,,,14,20.86,1481
RBLG11,Imóveis Industriais e Logísticos,38.00,362.50,0.61,0.00 ,2.25 ,5.48 ,12.32 ,0.75 ,0.91 ,1.03 ,6.73 ,0.00 ,0.00 ,,42424995.66,60.37,0.63,0.75 ,-39.92 ,-39.47 ,-37.26 ,1,75.64,251
RBOP11,Lajes Corporativas,209.98,22939.57,3.50,0.97 ,0.00 ,0.00 ,3.53 ,0.00 ,0.00 ,0.29 ,16.71 ,-0.40 ,0.57 ,101.33 ,69575719.75,,,,,,,2,49.29,3016
RBRD11,Varejo,39.50,49478.59,0.50,1.23 ,3.88 ,7.98 ,15.60 ,1.29 ,1.33 ,1.30 ,11.09 ,-0.05 ,1.18 ,39.42 ,120161952.24,64.89,0.61,0.89 ,-1.96 ,-1.09 ,-3.08 ,4,24.44,7540
RBRF11,Fundo de Fundos,6.56,1679989.68,0.06,0.91 ,2.63 ,5.39 ,13.07 ,0.88 ,0.90 ,1.09 ,8.19 ,-7.99 ,-7.16 ,23.98 ,1179291629.99,8.62,0.76,0.71 ,-89.47 ,-89.39 ,-89.33 ,1,17.28,117488
RBRI11,Fundo de Desenvolvimento,850.00,1939.00,173.60,20.42 ,25.54 ,50.20 ,59.58 ,8.51 ,8.37 ,4.97 ,50.20 ,0.00 ,0.00 ,,108921365.98,,,,,,,1,174.01,128
RBRL11,Imóveis Industriais e Logísticos,82.55,324169.14,0.75,0.89 ,2.73 ,5.97 ,12.81 ,0.91 ,1.00 ,1.07 ,8.36 ,0.80 ,1.70 ,44.71 ,701051598.19,104.84,0.79,0.72 ,-2.26 ,-1.56 ,6.45 ,6,20.42,13148
RBRM11,Fundo de Desenvolvimento,94794.81,,5302.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,2860101.93,,,,,,,14,,54
RBRP11,Lajes Corporativas,49.68,1131638.27,0.40,0.81 ,2.42 ,5.17 ,11.68 ,0.81 ,0.86 ,0.97 ,7.34 ,-1.58 ,-0.78 ,12.02 ,932083878.78,76.53,0.65,0.52 ,-6.33 ,-5.84 ,-2.12 ,6,21.09,62741
RBRR11,Papéis,86.19,2131062.55,0.95,1.08 ,3.23 ,6.82 ,13.32 ,1.08 ,1.14 ,1.11 ,9.14 ,-2.10 ,-1.04 ,29.97 ,1377268379.72,91.47,0.94,1.09 ,-2.76 ,-1.70 ,1.18 ,14,15.33,126284
RBRS11,Fundo de Desenvolvimento,46.40,27629.50,0.07,0.16 ,2.59 ,3.22 ,3.42 ,0.86 ,0.54 ,0.29 ,3.42 ,2.18 ,2.34 ,-6.78 ,166455464.31,95.98,0.48,1.04 ,2.01 ,3.07 ,9.24 ,4,44.56,990
RBRX11,Indefinido,7.67,580989.68,0.09,1.15 ,3.45 ,6.68 ,13.25 ,1.15 ,1.11 ,1.10 ,8.96 ,-3.58 ,-2.47 ,26.86 ,284418181.40,,,,,,,14,17.51,10975
RBRY11,Papéis,92.78,1720626.36,1.18,1.28 ,3.72 ,7.30 ,14.27 ,1.24 ,1.22 ,1.19 ,9.80 ,-2.43 ,-1.18 ,36.60 ,1248153848.44,97.74,0.95,1.18 ,-2.15 ,-1.00 ,4.11 ,14,15.04,60359
RBTS11,Fundo de Desenvolvimento,350.00,3778.38,6.19,0.00 ,0.00 ,12.69 ,99.32 ,0.00 ,2.12 ,8.28 ,26.82 ,0.00 ,0.00 ,,21446476.27,380.02,0.92,1.63 ,-65.26 ,-64.69 ,-58.05 ,14,357.20,138
RBVA11,Varejo,8.40,1513717.41,0.09,1.07 ,3.17 ,6.54 ,13.03 ,1.06 ,1.09 ,1.09 ,8.81 ,-1.29 ,-0.23 ,4.20 ,1656031805.15,10.61,0.79,0.85 ,-90.30 ,-90.22 ,-88.35 ,2,16.19,75009
RBVO11,Papéis,5.32,1143.43,5.66,106.30 ,0.00 ,0.00 ,106.30 ,0.00 ,0.00 ,8.86 ,168.13 ,-80.93 ,-60.65 ,146.57 ,2882596.37,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,63.26,6943
RCFF11,Fundo de Fundos,98.00,588.00,3.55,3.63 ,3.63 ,9.04 ,37.94 ,1.21 ,1.51 ,3.79 ,9.04 ,-0.11 ,3.51 ,59.17 ,31856035.96,98.56,0.99,3.60 ,7.75 ,11.63 ,12.01 ,14,139.13,127
RCRB11,Lajes Corporativas,125.30,680034.86,0.92,0.72 ,1.40 ,3.56 ,8.44 ,0.47 ,0.59 ,0.70 ,5.02 ,-5.19 ,-4.51 ,20.69 ,725291155.97,196.52,0.64,0.23 ,-5.22 ,-5.00 ,4.28 ,9,29.60,26502
RDCI11,Indefinido,,,1.44,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,236780267.53,,,,,,,14,,129
RDPD11,Papéis,22.96,98337.21,0.30,1.32 ,6.39 ,20.10 ,48.89 ,2.13 ,3.35 ,4.07 ,29.45 ,7.36 ,8.77 ,-0.47 ,24085452.18,33.95,0.68,0.94 ,-37.05 ,-36.45 ,-36.01 ,0,54.16,3141
RECD11,Papéis,8.47,849.55,0.11,1.31 ,20.43 ,24.16 ,29.11 ,6.81 ,4.03 ,3.23 ,27.35 ,-7.24 ,-6.03 ,9.30 ,44164734.30,,,,,,,0,79.17,312
RECM11,Papéis,8.45,3854.52,0.12,1.35 ,4.18 ,8.21 ,11.53 ,1.39 ,1.37 ,1.44 ,10.61 ,5.69 ,7.11 ,13.93 ,81115221.15,,,,,,,0,75.00,703
RECR11,Papéis,82.00,1816810.68,0.95,1.14 ,3.57 ,8.00 ,16.03 ,1.19 ,1.33 ,1.34 ,11.02 ,-3.06 ,-1.96 ,41.47 ,2332147891.22,88.20,0.93,1.15 ,-7.48 ,-6.42 ,6.51 ,1,17.82,171681
RECT11,Lajes Corporativas,30.96,251870.77,0.37,1.22 ,3.48 ,6.89 ,14.75 ,1.16 ,1.15 ,1.23 ,9.62 ,-5.25 ,-4.09 ,29.54 ,777125971.60,90.96,0.34,0.41 ,-2.90 ,-2.51 ,-0.42 ,9,23.81,52769
RECX11,Fundo de Fundos,67.99,2656.22,12.37,18.19 ,0.00 ,0.00 ,36.46 ,0.00 ,0.00 ,3.04 ,24.82 ,0.00 ,18.19 ,28.18 ,15823826.78,73.69,0.92,0.81 ,-5.69 ,-4.93 ,-9.90 ,14,12.89,577
REIT11,Papéis,85.00,42.50,2.91,0.00 ,0.00 ,0.00 ,5.20 ,0.00 ,0.00 ,0.43 ,2.76 ,0.00 ,0.00 ,,8209196.54,,,,,,,1,89.22,62
RELG11,Imóveis Industriais e Logísticos,67.90,456474.00,0.80,1.18 ,3.15 ,6.39 ,11.07 ,1.05 ,1.07 ,0.92 ,9.03 ,-7.60 ,-6.51 ,42.78 ,112188906.95,84.06,0.81,0.89 ,-31.15 ,-30.54 ,-24.66 ,5,43.08,4192
RENV11,Serviços Financeiros Diversos,5.74,10873.50,0.04,0.71 ,0.71 ,1.05 ,4.40 ,0.71 ,0.21 ,0.88 ,1.05 ,-9.92 ,-9.28 ,-41.17 ,9678738.83,,,,,,,14,139.64,512
RFOF11,Fundo de Fundos,61.55,279647.86,0.65,1.02 ,3.08 ,6.52 ,13.47 ,1.03 ,1.09 ,1.12 ,8.92 ,0.84 ,1.87 ,21.33 ,74410688.29,69.02,0.89,0.94 ,-13.66 ,-12.85 ,-11.79 ,14,24.76,4019
RIFF11,Indefinido,7.36,212574.05,0.01,0.08 ,1.30 ,5.16 ,10.54 ,0.43 ,0.86 ,0.88 ,7.86 ,-1.41 ,-1.33 ,22.44 ,,,,,,,,0,40.15,0
RINV11,Indefinido,101.70,345711.00,1.05,1.02 ,3.03 ,6.23 ,13.13 ,1.01 ,1.04 ,1.09 ,8.57 ,-2.24 ,-1.24 ,22.18 ,334543680.68,,,,,,,14,11.60,3856
RMAI11,Lajes Corporativas,80.00,27543.05,0.54,0.00 ,1.37 ,3.61 ,7.37 ,0.46 ,0.60 ,0.61 ,5.44 ,0.00 ,0.00 ,,260450069.24,106.58,0.75,0.54 ,-1.19 ,-0.65 ,1.56 ,2,36.92,1076
RNDP11,Papéis,40.50,14794.00,40.38,99.67 ,0.00 ,101.28 ,152.95 ,0.00 ,16.88 ,12.75 ,145.40 ,-5.64 ,88.42 ,309.72 ,4329855.96,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,106.31,1292
RNGO11,Lajes Corporativas,49.67,49823.05,0.27,0.53 ,2.24 ,4.91 ,10.30 ,0.75 ,0.82 ,0.86 ,6.76 ,6.66 ,7.22 ,30.71 ,224248221.95,83.80,0.59,0.48 ,-3.28 ,-2.82 ,1.69 ,4,15.45,7666
ROOF11,Fundo de Desenvolvimento,386.40,386.00,9.03,1.31 ,0.00 ,15.90 ,19.61 ,0.00 ,2.65 ,1.63 ,15.90 ,0.00 ,1.31 ,16.09 ,31673296.86,,,,,,,39,42.45,81
RPRI11,Papéis,84.89,299409.27,1.05,1.20 ,3.83 ,7.82 ,15.17 ,1.28 ,1.30 ,1.26 ,10.42 ,-0.74 ,0.45 ,21.39 ,343010567.91,,,,,,,14,15.80,4178
RRCI11,Papéis,75.95,70708.59,0.85,1.15 ,3.46 ,7.13 ,14.88 ,1.15 ,1.19 ,1.24 ,9.75 ,0.11 ,1.26 ,29.46 ,43199467.25,89.67,0.85,0.95 ,-4.69 ,-3.78 ,7.20 ,14,17.08,1750
RSPD11,Fundo de Desenvolvimento,1009.99,1010.00,49.74,4.48 ,4.48 ,6.50 ,11.84 ,1.49 ,1.08 ,0.99 ,9.94 ,11.21 ,16.19 ,15.60 ,156512009.75,1130.10,0.89,0.98 ,-1.08 ,-0.11 ,-0.11 ,14,72.31,139
RURA11,Indefinido,8.13,1672135.14,0.11,1.27 ,3.70 ,7.27 ,13.09 ,1.23 ,1.21 ,1.09 ,9.15 ,-0.24 ,1.03 ,25.06 ,1644550430.41,1644550430.41,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0,23.36,86588
RVBI11,Fundo de Fundos,60.73,567310.77,0.70,1.11 ,3.26 ,6.66 ,14.01 ,1.09 ,1.11 ,1.17 ,9.23 ,-3.44 ,-2.36 ,21.93 ,764133213.28,74.36,0.82,0.94 ,-11.50 ,-10.66 ,-5.09 ,14,18.67,55023
RZAG11,Indefinido,8.71,1028944.73,0.13,1.40 ,4.22 ,8.67 ,17.60 ,1.41 ,1.45 ,1.47 ,11.77 ,0.11 ,1.51 ,39.56 ,657099529.54,9.66,0.90,1.29 ,1.07 ,2.38 ,15.14 ,0,13.80,82340
RZAK11,Papéis,80.80,964607.09,1.15,1.40 ,4.23 ,8.66 ,18.83 ,1.41 ,1.44 ,1.57 ,12.77 ,-0.97 ,0.42 ,40.33 ,749312857.14,85.07,0.95,1.35 ,-9.22 ,-7.99 ,1.92 ,14,11.76,45125
RZAT11,Imóveis Industriais e Logísticos,89.18,469987.32,1.05,1.16 ,3.59 ,7.49 ,14.90 ,1.20 ,1.25 ,1.24 ,10.10 ,-1.25 ,-0.10 ,32.69 ,428672267.30,,,,,,,13,17.90,35315
