P/L,P/RECEITA_(PSR),P/VP,DY,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Papel
16.98,1.77,3.48,1.42,22.93,10.44,25.04,7.79,9.82,6.73,8.48,18.06,22.75,2.39,10.13,-5.13,24.97,5.12,1.35,20.50,13.22,14.08,-0.34,-1.75,-2.20,0.01,0.69,0.31,1.79,6.07,2.67,BAUH4
10.59,1.20,9.89,3.45,83.89,11.35,24.14,20.59,25.41,6.64,8.19,4.73,5.84,1.18,15.98,-1.62,12.94,12.09,0.98,93.41,20.95,11.13,4.23,2.02,2.50,5.01,0.12,0.88,1.37,11.16,6.85,CGAS5
6.14,2.44,0.97,7.83,47.90,39.74,39.29,58.41,58.84,6.02,6.06,4.15,4.18,0.45,3.63,-0.53,31.27,4.93,0.19,15.76,12.90,7.52,0.60,2.55,2.57,0.68,0.47,0.52,5.95,17.19,-0.47,ISAE3
5.51,0.72,0.86,8.49,60.18,13.02,62.09,20.86,23.21,2.33,2.59,3.09,3.44,0.55,1.05,-2.01,18.52,2.90,0.76,15.66,17.58,10.23,-0.34,-1.21,-1.34,0.12,0.63,0.37,3.46,6.03,12.34,BALM4
-7.12,,-0.45,0.00,0.00,0.00,0.00,0.00,0.00,,-7.03,,-7.18,3.73,-50.62,-3.73,-7.04,-0.44,0.00,-6.26,6.21,-52.33,0.00,,0.00,0.00,-8.36,9.36,0.02,-100.00,,MAPT4
15.72,0.63,-0.76,0.00,0.00,4.00,27.57,14.21,16.44,3.82,4.42,3.82,4.42,0.60,-0.61,-1.37,-42.32,2.04,0.95,-4.83,-14.65,3.82,0.00,0.00,0.00,0.00,-0.79,1.79,0.37,6.91,-2.60,MNPR3
8.81,3.95,1.61,8.86,75.32,44.81,49.37,54.36,55.77,4.45,4.57,7.08,7.26,1.17,2.51,-2.53,14.93,2.73,0.30,18.27,16.85,16.67,-0.54,-2.36,-2.42,0.00,0.73,0.11,7.50,-21.05,-11.92,CEBR6
12.43,2.68,1.85,20.33,108.35,21.58,39.95,36.31,69.30,3.99,7.62,3.87,7.39,0.92,-13.49,-1.16,18.60,2.78,0.34,14.92,12.65,7.36,0.04,0.08,0.15,0.37,0.49,0.51,0.76,-3.50,-17.88,GEPA4
-0.65,0.22,0.47,0.00,0.00,-33.02,16.57,0.57,1.95,71.40,245.60,11.07,38.08,0.07,0.36,-0.13,4.45,-3.18,0.32,-71.56,-1.44,-10.14,2.55,60.33,207.52,2.82,0.15,0.84,1.63,5.89,,RDNI3
9.67,0.72,3.10,10.33,63.68,7.48,25.42,18.21,23.22,6.24,7.95,3.11,3.97,0.43,5.55,-0.58,2.07,0.66,0.59,32.11,13.18,5.97,3.11,3.12,3.98,4.00,0.14,0.80,1.40,10.65,9.14,REDE3
5.59,0.42,0.91,6.36,34.87,7.56,16.76,11.44,12.96,3.34,3.79,3.26,3.70,0.59,1.27,-1.64,9.28,1.51,1.38,16.28,13.81,10.47,0.01,0.03,0.04,0.23,0.64,0.36,3.52,17.03,2.80,DEXP4
17.88,6.44,0.77,3.91,40.98,36.01,56.77,33.27,48.50,13.00,18.94,13.27,19.35,0.54,3.41,-0.67,48.11,2.07,0.08,4.30,3.04,3.03,-0.03,-0.60,-0.88,0.17,0.70,0.30,6.02,-9.69,-39.03,PEAB4
-1.53,0.70,0.33,0.00,0.00,-45.70,-22.40,-15.55,-5.39,-34.20,-11.86,-13.00,-4.51,0.12,1.46,-0.17,9.13,-1.95,0.17,-21.36,-4.49,-7.79,0.76,-30.33,-10.51,0.91,0.36,0.64,1.37,-25.62,,CTSA3
9.04,0.91,3.74,10.51,123.52,10.08,27.89,22.83,27.18,6.09,7.25,3.35,3.99,0.71,14.06,-0.96,12.04,4.98,0.78,41.32,18.59,7.84,2.92,2.62,3.12,3.18,0.19,0.81,1.24,6.96,10.24,EKTR3
24.42,,0.37,0.00,47.36,0.00,0.00,0.00,0.00,56.57,37.32,63.24,41.72,0.36,7.73,-0.38,12.84,0.19,0.00,1.50,0.83,1.49,-0.05,-8.50,-5.61,0.00,1.00,0.00,14.69,-100.00,-13.69,RPAD3
-78.42,0.71,0.89,0.00,0.00,-0.91,3.76,-3.53,0.66,75.96,-14.30,107.33,-20.20,0.58,1.47,-1.54,20.22,-0.23,0.81,-1.13,-4.93,-0.73,-0.16,-19.71,3.71,0.01,0.65,0.35,2.66,0.02,,CRPG3
-1.15,0.10,-0.15,0.00,0.00,-8.46,19.29,7.50,10.51,9.36,13.12,0.92,1.29,0.07,1.80,-0.10,-53.00,-6.96,0.68,-13.14,20.14,-5.76,-1.38,8.43,11.82,-1.58,-0.44,1.44,1.13,9.85,,CEED3
0.83,0.38,-0.83,0.00,0.00,45.45,69.51,73.03,78.46,0.35,0.38,0.48,0.52,0.13,-1.17,-0.16,-4.41,4.41,0.34,-100.00,-149.85,15.52,0.40,-0.23,-0.25,-0.01,-0.16,1.16,0.64,37.59,,HOOT4
3.55,0.52,0.93,4.38,14.43,14.73,26.60,17.82,38.47,1.59,3.42,1.36,2.93,0.49,8.00,-0.82,14.78,3.86,0.93,26.11,21.36,13.77,0.26,0.38,0.82,0.29,0.53,0.47,1.18,18.54,28.03,EALT3
-18.12,,1.48,41.82,-1020.87,0.00,0.00,0.00,0.00,-4.17,-4.16,-6.61,-6.60,0.69,1.37,-1.75,80.88,-6.62,0.00,-8.19,-21.73,-3.83,-0.55,2.44,2.44,0.68,0.47,0.53,6.12,-100.00,,MOAR3
15.74,0.47,-0.27,0.00,0.00,3.02,21.28,-5.59,-3.88,10.30,7.16,-12.22,-8.49,0.20,0.39,-1.84,-4.30,0.07,0.43,-1.70,398.08,1.30,0.56,25.45,17.70,-0.41,-0.76,1.76,2.46,-0.66,-31.05,HAGA4
6.80,0.58,0.65,3.52,26.49,8.47,35.05,14.79,18.14,3.95,4.85,3.17,3.89,0.37,1.90,-0.59,29.45,2.79,0.64,9.49,10.27,5.45,0.20,0.99,1.21,0.34,0.57,0.43,2.11,11.20,12.41,EUCA3
11.34,0.53,0.83,2.92,33.74,4.69,14.84,6.42,11.24,4.68,8.20,4.73,8.28,0.41,1.21,-0.93,11.03,0.80,0.77,7.28,5.75,4.53,0.27,1.53,2.68,0.73,0.50,0.50,2.56,7.95,11.66,PTNT3
8.30,0.66,0.76,4.94,25.89,7.90,24.19,7.82,10.58,6.25,8.45,6.20,8.38,0.61,1.02,-2.67,53.43,4.88,0.94,9.13,3.64,7.39,-0.31,-2.52,-3.40,0.06,0.81,0.19,4.51,8.11,-5.61,MTSA4
13.49,1.89,1.74,2.10,37.72,14.02,24.48,14.91,17.56,9.02,10.63,10.77,12.69,1.44,3.28,-3.39,111.44,14.38,0.76,12.90,10.25,10.71,-0.16,-1.00,-1.18,0.01,0.83,0.17,4.30,10.63,27.05,TKNO3
10.26,1.16,9.58,3.24,83.89,11.35,24.14,20.59,25.41,6.64,8.19,4.58,5.66,1.14,15.49,-1.57,12.94,12.09,0.98,93.41,20.95,11.13,4.23,2.02,2.50,5.01,0.12,0.88,1.37,11.16,6.85,CGAS3
8.31,1.17,2.35,14.96,69.42,14.07,29.43,18.38,24.21,5.45,7.18,4.83,6.36,0.88,3.25,-1.48,24.83,7.03,0.75,28.31,13.19,10.53,0.38,0.77,1.02,1.00,0.37,0.62,2.96,7.89,16.47,UNIP5
0.15,0.48,-0.04,0.00,0.00,327.60,28.74,-311.91,-311.65,-1.49,-1.49,-0.15,-0.15,0.08,-0.13,-0.16,-47.95,13.63,0.17,-28.42,101.01,54.92,-0.36,-1.34,-1.34,-0.39,-1.93,2.93,0.45,2.06,,RSID3
27.10,0.82,-0.46,0.00,0.00,3.02,21.28,-5.59,-3.88,10.30,7.16,-21.03,-14.62,0.35,0.67,-3.17,-4.30,0.07,0.43,-1.70,398.08,1.30,0.56,25.45,17.70,-0.41,-0.76,1.76,2.46,-0.66,-31.05,HAGA3
5.52,1.17,1.01,4.28,18.99,21.15,43.15,35.63,50.71,3.83,5.46,2.30,3.28,0.42,-36.41,-0.50,24.21,4.44,0.36,18.34,13.13,7.55,0.59,1.35,1.91,0.87,0.41,0.59,0.94,14.64,28.54,MRSA5B
1.79,0.13,0.42,0.00,0.00,7.15,27.57,12.87,15.45,3.71,4.46,0.83,1.00,0.13,2.83,-0.23,30.25,7.11,1.03,23.49,13.58,7.38,1.31,2.58,3.09,1.35,0.31,0.68,1.13,9.94,,CEDO4
5.67,0.65,1.89,11.41,0.00,11.54,30.11,15.95,18.57,2.36,2.75,3.52,4.10,1.15,3.98,-2.62,29.12,9.69,1.76,33.29,27.63,20.44,-0.44,-0.81,-0.95,0.00,0.61,0.39,2.07,26.28,2.60,SOND5
6.73,0.26,0.95,6.59,49.28,3.83,12.90,6.68,6.93,5.69,5.90,3.72,3.86,0.51,1.85,-1.22,22.11,3.12,1.99,14.11,11.43,7.61,0.44,1.73,1.80,0.56,0.54,0.46,1.91,24.53,15.85,WLMM4
-21.70,0.17,1.16,0.00,0.00,-0.81,36.85,12.73,14.33,4.71,5.31,1.22,1.37,0.12,-1.34,-0.21,15.15,-0.81,0.69,-5.32,18.47,-0.56,3.30,3.49,3.93,3.33,0.10,0.90,0.82,14.06,,MNDL3
12.38,1.58,1.47,6.46,76.86,12.75,21.84,19.62,25.74,8.38,11.00,6.13,8.04,0.62,26.26,-0.77,8.58,1.02,0.39,11.89,8.79,4.99,0.66,2.76,3.63,0.78,0.42,0.58,1.13,4.89,-4.97,CPLE5
540.85,,300.23,0.00,0.00,0.00,0.00,0.00,0.00,,540.85,,540.85,3.35,,-300.23,0.00,0.00,0.00,55.51,55.51,0.62,0.00,,0.00,0.00,0.01,0.99,1.00,-100.00,,PPLA11
12.44,11.97,0.91,8.04,100.00,96.24,30.53,-4.01,-0.51,-294.43,-37.57,-2341.96,-298.81,0.79,1.08,-3.39,454.30,33.13,0.07,7.29,-2.64,6.35,-0.79,2047.54,261.25,0.02,0.87,0.13,20.54,-6.40,34.07,BMKS3
2.37,0.39,1.12,0.00,0.00,16.64,17.28,12.60,13.04,2.49,2.58,3.03,3.13,0.49,1.55,-0.91,28.40,13.48,1.25,47.45,27.64,20.83,-0.21,-0.57,-0.59,0.02,0.44,0.56,3.30,26.50,,AHEB3
14.68,1.67,1.19,4.02,62.90,11.38,17.41,4.02,14.25,6.13,21.73,11.73,41.59,0.94,3.13,-1.61,9.54,0.77,0.56,8.09,2.21,6.38,-0.20,-1.98,-7.01,0.09,0.79,0.21,3.46,8.10,31.26,FESA3
1.81,0.30,11.71,0.00,0.00,16.86,46.54,13.80,16.56,4.94,5.93,1.84,2.21,0.31,1.01,-0.89,2.99,19.36,1.01,647.44,13.64,16.97,20.04,3.15,3.78,23.99,0.03,0.97,1.87,13.39,8.34,CTKA4
11.48,1.61,1.48,4.27,37.72,14.02,24.48,14.91,17.56,9.02,10.63,9.16,10.79,1.23,2.79,-2.89,111.44,14.38,0.76,12.90,10.25,10.71,-0.16,-1.00,-1.18,0.01,0.83,0.17,4.30,10.63,27.05,TKNO4
8.23,3.43,0.40,20.27,85.97,41.66,28.25,-46.46,-43.73,-14.61,-13.76,-7.84,-7.38,0.16,10.95,-0.18,72.20,3.54,0.05,4.90,-4.56,1.92,0.35,-6.77,-6.38,0.45,0.39,0.61,1.17,-5.14,87.59,HBTS5
12.04,0.48,1.33,16.42,170.03,3.99,12.30,6.16,7.17,6.94,8.09,6.70,7.80,0.65,1.61,-2.47,32.85,3.63,1.35,11.05,7.80,5.39,0.06,0.31,0.36,0.59,0.49,0.51,2.20,8.70,-13.79,PATI3
-0.50,0.32,-0.06,0.00,0.00,-63.98,19.03,-36.02,-32.23,-13.49,-12.07,-0.99,-0.89,0.03,-0.05,-0.04,-145.99,-16.80,0.08,-11.51,51.98,-5.08,-0.73,-12.54,-11.22,-0.80,-0.44,1.44,0.46,15.58,,BDLL4
5.46,0.63,1.82,11.86,0.00,11.54,30.11,15.95,18.57,2.36,2.75,3.39,3.95,1.11,3.83,-2.52,29.12,9.69,1.76,33.29,27.63,20.44,-0.44,-0.81,-0.95,0.00,0.61,0.39,2.07,26.28,2.60,SOND6
-1.31,0.21,-0.06,0.00,0.00,-16.12,39.42,-3.79,-2.26,67.71,40.36,-9.38,-5.59,0.10,-0.04,-0.15,-73.28,-3.21,0.45,-4.38,1.28,-7.31,0.48,77.67,46.30,-0.19,-1.67,2.67,0.15,3.02,,ESTR4
2.95,0.21,0.69,0.00,0.00,7.15,27.57,12.87,15.45,3.71,4.46,1.37,1.64,0.22,4.67,-0.38,30.25,7.11,1.03,23.49,13.58,7.38,1.31,2.58,3.09,1.35,0.31,0.68,1.13,9.94,,CEDO3
-0.38,0.05,-0.10,0.00,0.00,-14.34,12.04,-1.85,2.26,12.56,-15.31,2.39,-2.92,0.10,-0.16,-0.14,-50.46,-13.29,1.85,-26.34,12.94,-26.53,-0.42,10.16,-12.39,-0.45,-1.01,2.01,0.33,25.55,,PLAS3
-1415.65,0.48,0.43,0.29,-370.30,-0.03,18.37,-2.31,1.28,62.93,-34.90,37.34,-20.71,0.30,0.64,-0.70,9.12,0.00,0.63,-0.03,-1.77,-0.02,0.09,8.01,-4.44,0.22,0.70,0.30,5.91,3.60,,DOHL4
0.92,0.08,1.10,0.00,0.00,8.74,12.15,21.95,24.07,1.59,1.75,0.34,0.37,0.07,-0.73,-0.11,9.64,11.43,0.88,118.56,52.87,7.69,4.02,1.23,1.35,4.44,0.06,0.94,0.79,12.96,-1.12,MWET4
20.60,6.02,1.90,5.94,165.96,29.22,59.71,47.94,48.85,12.52,12.76,12.32,12.56,1.29,9.55,-1.71,3.81,0.35,0.21,9.20,9.63,7.41,0.03,0.20,0.20,0.13,0.68,0.32,2.24,16.09,6.93,AFLT3
9.55,0.38,1.05,9.39,170.03,3.99,12.30,6.16,7.17,6.94,8.09,5.31,6.18,0.51,1.28,-1.96,32.85,3.63,1.35,11.05,7.80,5.39,0.06,0.31,0.36,0.59,0.49,0.51,2.20,8.70,-13.79,PATI4
141.26,0.60,4.11,0.00,0.00,0.43,17.24,7.81,11.00,8.08,11.38,5.49,7.73,0.73,4.90,-2.36,55.90,1.63,1.21,2.91,13.43,0.22,1.94,2.59,3.64,2.33,0.18,0.78,1.28,10.61,,FRIO3
6.33,0.78,1.19,9.35,0.00,12.37,29.44,17.22,21.82,5.74,7.28,3.59,4.55,0.48,39.38,-0.64,24.56,4.63,0.62,18.85,12.79,7.63,0.72,2.16,2.74,0.88,0.40,0.60,1.05,,,EQMA3B
2.07,0.56,0.48,6.38,7.06,26.99,29.34,14.77,26.15,1.30,2.30,2.14,3.79,0.34,7.97,-0.40,7.56,1.76,0.61,23.24,-0.65,16.47,0.00,0.02,0.03,0.12,0.71,0.29,1.41,5.28,34.10,LUXM4
-0.24,0.05,-0.02,0.00,0.00,-19.45,22.85,12.17,14.11,2.36,2.74,0.33,0.38,0.08,-0.43,-0.19,-164.78,-14.86,1.71,-9.02,-6.35,-33.75,-0.10,1.60,1.85,-0.11,-3.69,4.72,0.76,13.80,,SNSY5
1.15,14.85,-0.30,0.00,0.00,1295.95,82.25,1268.95,1268.95,2.39,2.39,1.17,1.17,1.93,-0.30,-2.12,-19.14,4.97,0.13,-25.98,-25.85,168.79,-0.31,1.22,1.22,-0.31,-6.50,7.50,0.01,9.42,,NORD3
-0.02,0.03,0.00,0.00,0.00,-147.96,67.17,-47.15,-46.21,-23.31,-22.85,-0.08,-0.07,0.01,-0.13,-0.01,-694.09,-142.58,0.16,-20.54,-13.42,-23.63,-1.49,-23.24,-22.78,-1.62,-1.15,2.15,0.76,15.16,,GSHP3
5.01,0.37,0.41,3.10,0.00,7.46,15.03,9.85,19.69,4.46,8.91,1.90,3.79,0.17,-0.97,-0.22,33.12,2.71,0.46,8.18,2.13,3.45,0.55,2.56,5.11,0.58,0.42,0.58,0.53,8.20,69.69,CBEE3
-1.03,0.08,-1.57,0.00,0.00,-7.47,6.52,-1.65,4.60,11.96,-33.32,1.67,-4.66,0.07,1.13,-0.10,-4.77,-7.29,0.85,-152.67,-9.65,-7.13,-9.53,10.14,-28.24,-12.24,-0.04,1.04,1.21,5.83,,BRKM6
8.65,1.36,3.36,9.28,92.64,15.66,28.86,20.98,25.49,5.74,6.97,5.32,6.46,0.88,-154.37,-1.28,2.11,0.82,0.65,38.85,19.63,10.13,1.00,1.58,1.92,1.46,0.26,0.74,0.98,14.57,20.37,EQPA6
11.35,1.35,2.79,8.76,59.35,11.91,26.14,19.20,23.28,8.88,10.77,5.80,7.04,0.78,9.73,-1.05,19.00,4.67,0.58,24.58,12.48,6.87,1.46,3.04,3.69,1.84,0.28,0.72,1.45,11.01,8.57,ENMT4
9.06,1.46,0.57,8.33,27.39,16.15,25.17,27.32,0.00,,6.92,,5.36,0.13,0.58,-3.81,29.53,1.85,0.09,6.28,6.28,1.46,-0.01,,-0.12,0.00,0.23,0.77,1.31,37.64,29.52,BMIN4
-69.75,0.63,0.79,0.00,0.00,-0.91,3.76,-3.53,0.66,75.96,-14.30,95.46,-17.97,0.51,1.31,-1.37,20.22,-0.23,0.81,-1.13,-4.93,-0.73,-0.16,-19.71,3.71,0.01,0.65,0.35,2.66,0.02,,CRPG6
7.10,0.92,1.11,6.46,60.18,13.02,62.09,20.86,23.21,2.33,2.59,3.98,4.43,0.70,1.36,-2.59,18.52,2.90,0.76,15.66,17.58,10.23,-0.34,-1.21,-1.34,0.12,0.63,0.37,3.46,6.03,12.34,BALM3
3.51,1.05,0.64,8.83,19.36,29.88,45.86,50.57,0.00,,2.07,,2.07,0.13,0.56,-1.04,171.69,31.33,0.12,18.25,20.29,3.64,,,,,0.20,1.00,1.35,18.08,21.57,BNBR3
-37.36,5.27,28.32,0.00,0.00,-14.10,28.52,-6.77,258.75,5.04,-192.57,2.04,-77.78,3.92,8.84,-43.62,0.10,-0.08,0.74,-75.79,-36.40,-10.50,-0.95,-0.07,2.60,0.00,0.14,0.86,1.95,-18.04,,DTCY3
4.36,0.56,1.14,5.01,38.33,12.88,31.71,23.95,30.32,5.00,6.33,1.85,2.34,0.30,-11.14,-0.36,32.28,8.45,0.54,26.17,16.49,6.67,1.78,2.89,3.66,1.84,0.26,0.74,0.86,8.78,11.83,CEEB5
6.28,1.33,1.15,3.41,18.99,21.15,43.15,35.63,50.71,3.83,5.46,2.62,3.73,0.47,-41.46,-0.57,24.21,4.44,0.36,18.34,13.13,7.55,0.59,1.35,1.91,0.87,0.41,0.59,0.94,14.64,28.54,MRSA3B
18.74,6.75,0.81,3.49,40.98,36.01,56.77,33.27,48.50,13.00,18.94,13.92,20.29,0.57,3.57,-0.70,48.11,2.07,0.08,4.30,3.04,3.03,-0.03,-0.60,-0.88,0.17,0.70,0.30,6.02,-9.69,-39.03,PEAB3
7.04,0.34,0.60,8.57,48.23,4.86,30.91,5.52,0.00,,4.48,,6.19,0.04,0.78,-0.67,26.49,2.27,0.12,8.57,8.58,0.59,,,,,0.07,0.93,1.06,18.37,5.02,BRSR5
-94.82,,124.07,0.00,0.00,0.00,0.00,0.00,0.00,-161.30,-161.30,-162.61,-162.61,0.25,124.07,-0.25,0.05,-0.06,0.00,-130.85,-76.30,-0.26,-1.00,1.31,1.31,0.00,0.00,1.00,27.94,,,PSVM11
6.69,0.53,1.77,3.09,21.50,7.94,47.17,4.07,0.00,,13.97,,13.08,0.12,-0.88,-0.46,19.74,5.23,0.23,26.49,12.68,1.89,,,,,0.07,0.93,0.84,25.30,30.09,BMEB3
5.63,1.19,1.03,4.19,18.99,21.15,43.15,35.63,50.71,3.83,5.46,2.35,3.34,0.43,-37.15,-0.51,24.21,4.44,0.36,18.34,13.13,7.55,0.59,1.35,1.91,0.87,0.41,0.59,0.94,14.64,28.54,MRSA6B
7.87,1.23,3.06,10.20,92.64,15.66,28.86,20.98,25.49,5.74,6.97,4.84,5.88,0.80,-140.46,-1.17,2.11,0.82,0.65,38.85,19.63,10.13,1.00,1.58,1.92,1.46,0.26,0.74,0.98,14.57,20.37,EQPA5
12.82,2.77,1.91,19.71,108.35,21.58,39.95,36.31,69.30,3.99,7.62,3.99,7.62,0.94,-13.92,-1.19,18.60,2.78,0.34,14.92,12.65,7.36,0.04,0.08,0.15,0.37,0.49,0.51,0.76,-3.50,-17.88,GEPA3
6.29,0.34,0.99,8.41,20.22,5.37,16.60,10.69,13.91,4.89,6.37,2.43,3.16,0.29,5.62,-0.41,100.50,15.75,0.87,15.67,12.80,4.67,0.98,2.41,3.14,1.08,0.30,0.70,1.23,5.02,3.21,CLSC3
11.06,0.48,0.82,4.22,35.13,4.38,17.55,13.41,21.47,4.59,7.36,2.26,3.61,0.28,-1.88,-0.35,44.01,3.25,0.58,7.40,10.88,2.56,1.03,2.85,4.56,1.07,0.35,0.65,0.57,8.58,7.91,COCE3
