Cotação,VARIAÇÃO_(12M),P/L,P/VP,DY,Papel,P/RECEITA_(PSR),PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Valor_de_mercado,Valor_de_firma,Patrimônio_Líquido,Nº_total_de_papeis,Ativos,Ativo_Circulante,Dívida_Bruta,Dívida_Líquida,Disponibilidade,Tag_Along,Segmento_de_Listagem,Free_Float,Setor,Segmento,Ticker_Img
"8,58","0,00","29,97","1,45","1,23",ALPA4,"1,37","35,51","4,58","44,69","3,36","8,74","14,08","36,62","15,71","40,85","0,92","3,48","-1,80","5,93","0,29","0,67","4,83","2,17","3,06","-0,05","-0,55","-1,44","0,22","0,63","0,36","2,17","4,88","8,99",5.460.051.000,5.253.602.000,4.051.629.000,683.062.000,6.381.470.000,3.126.144.000,892.197.000,-206.449.000,1.098.646.000,"0,00",Nível_1,"27,74",Consumo_Cíclico,Calçados,https://investidor10.com.br/storage/companies/684083dfea35c.jpg
"6,63","17,61","4,12","0,83","6,84",SAPR4,"1,44","19,03","34,97","56,21","38,83","47,13","4,63","5,63","3,06","3,71","0,40","9,26","-0,47","7,96","1,61","0,28","20,21","12,62","9,54","0,40","1,45","1,76","0,55","0,48","0,52","1,47","7,70","18,96",10.432.355.000,15.192.974.000,12.036.700.000,1.511.205.000,24.877.802.000,3.383.387.000,6.609.243.000,4.760.619.000,1.848.624.000,"100,00",Nível_2,"79,97",Utilidade_Pública,Água_e_Saneamento,https://investidor10.com.br/storage/companies/66d9ad202d185.jpg
"7,89","13,30","12,10","0,73","1,53",GUAR3,"0,40","27,27","3,31","59,41","8,05","12,66","3,86","6,07","3,16","4,97","0,30","1,46","-0,79","10,78","0,65","0,74","6,05","8,67","2,46","0,16","0,70","1,10","0,37","0,41","0,59","1,49","9,53",,3.938.688.000,4.807.787.000,5.382.713.000,499.200.000,13.236.323.000,8.229.871.000,2.010.072.000,869.099.000,1.140.973.000,"0,00",Nível_1,"16,41",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",https://investidor10.com.br/storage/companies/66db247a2ca04.jpg
"3,27","-50,60","-22,31","0,50","0,00",JALL3,"0,48","-46,19","-2,13","35,91","28,62","63,01","3,27","7,20","0,76","1,66","0,14","0,79","-0,21","6,60","-0,15","0,29","-2,22","7,62","-0,62","1,65","2,52","5,54","2,27","0,28","0,72","2,19","6,38",,992.581.000,4.299.453.000,2.003.170.000,303.541.000,7.137.606.000,2.301.201.000,4.547.700.000,3.306.872.000,1.240.828.000,"100,00",Nível_1,"31,69",Consumo_não_Cíclico,Açucar_e_Alcool,https://investidor10.com.br/storage/companies/678152f01a353.png
"3,91","50,97","13,99","0,82","6,48",PGMN3,"0,17","90,96","1,19","31,86","5,06","8,86","3,08","5,39","1,88","3,29","0,25","1,25","-0,55","4,78","0,28","1,50","5,85","13,57","1,79","0,52","1,20","2,10","0,61","0,30","0,69","1,58","14,82","11,17",2.274.508.000,3.731.369.000,2.778.335.000,581.715.000,9.115.564.000,4.959.877.000,1.700.639.000,1.456.861.000,243.778.000,"100,00",Novo_Mercado,"31,17",Saúde,Medicamentos_e_Outros_Produtos,https://investidor10.com.br/storage/companies/5fe8cf0c5cbaf.jpeg
"31,62","33,10","8,16","1,70","8,70",ITUB3,"0,97","67,61","11,84","39,07","13,67","0,00",,"7,48",,"7,07","0,12","0,68","-1,87","18,65","3,87","0,13","20,77","21,28","1,53",,,,,"0,07","0,92","1,24","15,22","23,22",360.996.546.000,360.996.546.000,201.140.000.000,10.784.548.000,2.802.812.000.000,2.620.833.000.000,,,38.893.000.000,"80,00",Nível_1,"52,98",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66ace9528ffb2.jpg
"18,74","28,18","8,77","2,33","8,75",VULC3,"1,63","76,01","18,63","41,88","18,82","22,35","7,32","8,70","7,30","8,68","1,75","3,43","-5,84","8,03","2,14","1,07","26,62","22,85","20,02","0,01","0,02","0,02","0,12","0,75","0,25","3,74","21,75","79,45",5.147.058.000,5.160.917.000,2.205.963.000,274.656.000,2.933.303.000,2.051.530.000,257.705.000,13.859.000,243.846.000,"100,00",Novo_Mercado,"35,08",Consumo_Cíclico,Calçados,https://investidor10.com.br/storage/companies/66ad46199b867.jpg
"1,37","-11,61","-4,51","0,40","0,00",MEAL3,"0,18","0,00","-3,92","33,38","1,83","12,32","2,87","19,31","1,43","9,65","0,15","-1,84","-0,18","3,45","-0,30","0,84","-8,81","2,45","-3,28","0,40","1,43","9,66","0,59","0,37","0,63","0,66","14,01",,392.326.000,784.955.000,987.889.000,286.369.000,2.649.590.000,409.713.000,586.600.000,392.629.000,193.971.000,"100,00",Novo_Mercado,"98,66",Consumo_Cíclico,Restaurante_e_Similares,https://investidor10.com.br/storage/companies/649ca9abe1ce7.jpg
"7,57","-13,49","13,39","1,29","3,12",BPAN4,"0,64","42,71","4,78","38,26","4,53","0,00",,"14,13",,"14,13","0,15","-0,17","-0,15","5,88","0,57","0,23","9,61","5,69","1,11",,,,,"0,11","0,99","0,00","9,37","2,04",9.606.860.000,9.606.860.000,7.463.348.000,1.269.070.000,65.538.411.000,4.403.000,,,4.403.000,"100,00",Nível_1,"22,21",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66db00fbb3251.jpg
"14,38","24,96","9,81","0,51","4,06",MYPK3,"0,14","48,54","1,44","12,00","6,62","9,96","3,91","5,88","1,42","2,13","0,14","0,81","-0,27","28,02","1,47","1,02","5,23","8,04","2,18","0,90","2,49","3,75","1,35","0,28","0,69","1,61","12,34",,2.210.487.000,6.101.630.000,4.306.803.000,153.719.000,15.329.139.000,7.175.221.000,5.823.875.000,3.891.143.000,1.932.732.000,"100,00",Novo_Mercado,"84,74",Consumo_Cíclico,Automóveis_e_Motocicletas,https://investidor10.com.br/storage/companies/66db2557eeaee.jpg
"41,10","1,07","9,78","0,78","4,71",ELET6,"2,26","43,08","23,14","44,48","52,13","61,93","5,18","6,15","3,66","4,34","0,34","2,93","-0,42","52,66","4,20","0,15","7,98","11,34","3,44","0,33","1,55","1,84","0,58","0,43","0,57","2,29","7,57","8,71",94.112.923.000,134.324.458.000,121.494.065.000,2.307.099.000,282.016.140.000,57.375.976.000,71.063.585.000,40.211.535.000,30.852.050.000,"0,00",Nível_1,"97,35",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/66d8b1a3dba6c.jpg
"23,57","26,91","19,41","2,99","2,59",FRAS3,"1,43","42,71","7,36","33,57","13,35","17,62","10,67","14,08","8,11","10,70","0,94","3,57","-1,84","7,89","1,21","0,66","15,38","9,49","4,98","0,95","2,57","3,39","1,28","0,32","0,68","2,19","21,68","13,01",6.364.285.000,8.379.351.000,2.131.362.000,270.016.000,6.735.299.000,3.284.206.000,2.735.667.000,2.015.066.000,720.601.000,"80,00",Nível_1,"33,14",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/66d9ad7c38495.jpg
"4,51","-49,26","7,72","0,45","6,49",CAML3,"0,13","50,19","1,70","19,67","5,12","7,13","6,36","8,84","1,84","2,56","0,13","0,74","-0,32","9,97","0,58","0,99","5,86","6,08","1,68","1,11","4,52","6,29","1,58","0,29","0,71","1,42","10,05","-15,07",1.578.500.000,5.460.884.000,3.488.881.000,350.000.000,12.142.367.000,7.187.784.000,5.506.717.000,3.882.384.000,1.624.333.000,"100,00",Novo_Mercado,"27,08",Consumo_não_Cíclico,Alimentos_Diversos,https://investidor10.com.br/storage/companies/649ca7d7ebe7a.jpg
"3,44","6,32","7,00","0,46","11,72",BMGB4,"0,22","78,56","3,17","48,14","2,02","0,00",,"10,97",,"10,97","0,04","-1,83","-0,26","7,52","0,49","0,18","6,53","1,18","0,62",,,,,"0,09","0,91","0,98","17,55","0,26",2.006.319.000,2.006.319.000,4.388.311.000,583.232.000,50.599.751.000,42.917.208.000,,,279.439.000,"100,00",Nível_1,"27,45",Financeiro,Bancos,https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg
"22,17","71,36","6,74","1,17","5,54",MDNE3,"1,11","37,71","16,43","33,77","16,55","17,70","6,67","7,14","6,25","6,69","0,45","1,49","-0,87","18,98","3,29","0,40","17,33","11,18","6,63","0,08","0,42","0,45","0,33","0,38","0,62","2,62","27,07",,1.882.440.000,2.008.061.000,1.611.721.000,84.909.000,4.210.915.000,2.044.848.000,528.511.000,125.621.000,402.890.000,"0,00",Novo_Mercado,"62,91",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5f04b1373b229.jpeg
"6,44","-14,87","7,32","0,68","7,70",FESA4,"1,00","55,19","13,64","19,68","6,09","16,07","6,48","17,09","6,21","16,39","0,52","2,01","-0,85","9,52","0,88","0,53","9,23","3,38","7,17","-0,14","-1,33","-3,51","0,10","0,78","0,22","3,09","7,02","34,73",2.858.363.000,2.371.871.000,3.363.440.000,353.175.000,4.334.562.000,1.671.967.000,352.231.000,-486.492.000,838.723.000,"0,00",Nível_1,"45,83",Materiais_Básicos,Siderurgia,https://investidor10.com.br/storage/companies/66d9a9325ceaf.jpg
"1,01","-46,28","-9,82","0,65","0,00",ENJU3,"0,77","0,00","-7,88","56,63","-11,09","2,42","1,23","-0,27","32,00","-6,98","0,49","1,26","-1,11","1,55","-0,10","0,63","-6,64","-9,55","-4,95","-0,63","-30,77","6,71","0,00","0,75","0,25","3,20","27,13",,204.656.000,7.892.000,313.950.000,202.630.000,421.327.000,236.591.000,-,-196.764.000,196.764.000,"100,00",Nível_1,"72,16",Consumo_Cíclico,"Tecidos,_Vestuário_e_Calçados",https://investidor10.com.br/storage/companies/66db2426304ed.jpg
"10,33","-29,92","13,96","1,04","2,86",SOJA3,"0,73","40,05","5,26","12,79","8,38","10,14","7,03","8,50","7,24","8,77","0,40","0,78","-1,46","9,96","0,74","0,55","7,43","6,61","4,87","-0,03","-0,22","-0,26","0,63","0,39","0,43","3,46","26,46","19,25",1.397.877.000,1.355.803.000,1.347.513.000,135.322.000,3.474.845.000,2.518.823.000,844.673.000,-42.074.000,886.747.000,"100,00",Novo_Mercado,"43,03",Consumo_não_Cíclico,Agricultura,https://investidor10.com.br/storage/companies/66d9a9aca345f.jpg
"20,90","-4,72","4,90","0,79","9,16",ABCB4,"0,50","45,61","10,20","19,82","11,61","0,00",,"4,30",,"4,30","0,08","0,10","-0,92","26,45","4,27","0,17","16,13","17,83","1,70",,,,,"0,11","0,89","25,57","11,63","26,51",5.113.328.000,5.113.328.000,6.472.307.000,244.656.000,61.267.873.000,55.699.464.000,,,744.318.000,"100,00",Nível_2,"30,59",Financeiro,Bancos,https://investidor10.com.br/storage/companies/6781530224ba5.png
"8,00","55,83","17,16","0,82","1,92",SEER3,"0,50","33,07","2,90","57,02","14,81","25,15","3,39","5,76","1,98","3,36","0,30","5,23","-0,42","9,73","0,47","0,61","4,79","12,29","1,76","0,59","1,42","2,40","0,84","0,37","0,63","1,26","10,61","-18,32",1.029.772.000,1.767.027.000,1.251.871.000,128.721.000,3.410.743.000,949.512.000,1.054.191.000,737.255.000,316.936.000,"100,00",Novo_Mercado,"40,60",Consumo_Cíclico,Serviços_Educacionais,https://investidor10.com.br/storage/companies/5ebed32d65061.jpeg
"4,27","-7,44","-4,53","1,10","1,77",MATD3,"0,76","-7,94","-16,83","29,00","-17,68","-12,59","-8,95","-6,37","-6,05","-4,31","0,37","1,63","-0,57","3,88","-0,94","0,49","-24,29","-19,08","-7,99","0,53","-2,89","-2,06","0,98","0,34","0,66","2,95","24,51",,1.632.548.000,2.413.135.000,1.485.017.000,382.329.000,4.377.367.000,1.518.855.000,1.451.000.000,780.587.000,670.413.000,"100,00",Nível_1,"28,41",Bens_Industriais,Máquinas_e_Equipamentos_de_Construção_e_Agrícolas,https://investidor10.com.br/storage/companies/6035129fee786.jpg
"47,36","12,23","61,98","5,09","0,00",ORVR3,"4,20","0,00","6,78","44,69","23,02","41,30","14,11","25,31","10,17","18,25","1,16","9,25","-1,57","9,30","0,76","0,28","8,21","6,71","1,20","1,97","3,93","7,06","2,50","0,23","0,74","1,93","19,11","10,46",3.928.554.000,5.447.876.000,771.834.000,82.950.000,3.387.080.000,882.969.000,1.929.291.000,1.519.322.000,409.969.000,"100,00",Novo_Mercado,"55,82",Utilidade_Pública,Água_e_Saneamento,https://investidor10.com.br/storage/companies/66db24c75041e.jpg
"29,54","1,29","8,62","1,14","2,93",ALUP11,"2,30","24,91","26,72","71,15","71,29","75,47","5,95","6,30","3,05","3,23","0,31","2,84","-0,39","25,84","3,43","0,14","13,26","13,78","6,23","1,05","2,80","2,97","1,48","0,27","0,61","2,15","-7,18","-1,13",10.032.285.000,18.983.613.000,8.518.976.000,988.880.000,31.173.683.000,6.413.410.000,12.629.526.000,8.951.328.000,3.678.198.000,"100,00",Nível_2,"34,43",Utilidade_Pública,Energia_Elétrica,https://investidor10.com.br/storage/companies/5e9e64dcd6771.jpeg
"7,40","29,29","6,99","2,00","3,36",WIZC3,"0,91","23,26","12,96","62,29","44,13","53,90","1,63","1,99","1,68","2,05","0,46","50,26","-0,62","3,71","1,06","0,51","28,54","40,03","12,26","-0,06","-0,05","-0,06","0,68","0,23","0,53","1,04","10,21","9,46",1.183.313.000,1.147.380.000,593.034.000,159.907.000,2.558.534.000,641.567.000,402.584.000,-35.933.000,438.517.000,"100,00",Novo_Mercado,"47,07",Financeiro,Corretoras_de_Seguros,https://investidor10.com.br/storage/companies/5ec301fa69eca.jpeg
"4,91","-50,56","8,15","0,49","4,14",TASA4,"0,40","14,21","4,85","34,96","9,47","12,40","6,20","8,12","3,19","4,17","0,25","1,03","-0,58","10,01","0,60","0,62","6,01","6,87","3,01","0,42","2,75","3,60","0,59","0,50","0,50","1,70","-2,37","-21,97",673.793.000,1.209.675.000,1.268.179.000,126.634.000,2.537.349.000,1.463.280.000,746.276.000,535.882.000,210.394.000,"100,00",Nível_2,"59,85",Bens_Industriais,Armas_e_Munições,https://investidor10.com.br/storage/companies/5ebda9027574c.jpeg
"3,71","6,40","6,61","0,39","13,42",MTRE3,"0,33","87,49","5,06","24,83","13,01","9,48","7,82","5,70","3,53","2,57","0,18","0,37","-0,93","9,43","0,56","0,53","5,95","7,77","3,74","0,48","4,29","3,12","0,63","0,45","0,53","2,45","23,32","11,15",392.424.000,869.063.000,997.155.000,105.774.000,2.224.496.000,1.804.394.000,625.302.000,476.639.000,148.663.000,"100,00",Novo_Mercado,"54,06",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/66db2589dc26e.jpg
"11,42","6,48","9,38","1,80","4,43",MILS3,"1,64","41,31","17,44","62,94","32,97","47,61","4,96","7,16","3,44","4,96","0,69","3,58","-1,07","6,35","1,22","0,42","19,17","12,81","7,33","0,80","1,52","2,20","1,28","0,38","0,62","2,17","26,41",,2.674.315.000,3.857.698.000,1.487.244.000,234.178.000,3.893.625.000,1.387.389.000,1.899.289.000,1.183.383.000,715.906.000,"0,10",Novo_Mercado,"72,98",Bens_Industriais,Serviços_Diversos,https://investidor10.com.br/storage/companies/66db24d2be4fd.jpg
"4,01","-7,82","-4,96","1,79","0,00",PTBL3,"0,23","0,00","-4,61","36,12","4,76","12,44","5,12","13,37","1,84","4,80","0,16","-2,84","-0,25","2,24","-0,81","0,69","-36,12","5,69","-3,16","3,19","3,28","8,57","4,50","0,09","0,91","0,87","13,20",,565.357.000,1.574.236.000,315.773.000,140.986.000,3.611.335.000,1.347.152.000,1.420.921.000,1.008.879.000,412.042.000,"100,00",Novo_Mercado,"100,00",Bens_Industriais,Produtos_para_Construção,https://investidor10.com.br/storage/companies/6840845117d60.jpg
"19,94","48,03","13,47","1,49","6,62",BMOB3,"1,13","90,43","8,40","23,47","8,07","12,36","6,41","9,82","9,15","14,02","1,07","2,58","-3,17","13,37","1,48","0,94","11,07","7,12","7,96","-0,45","-2,75","-4,21","0,00","0,71","0,28","2,65","55,25","26,51",1.734.853.000,1.214.414.000,1.163.227.000,87.003.000,1.627.717.000,1.080.296.000,-,-520.439.000,520.439.000,"100,00",Novo_Mercado,"93,58",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/66db251cd2d30.jpg
"15,74","-36,51","-53,05","0,68","8,36",TUPY3,"0,22","-503,79","-0,41","17,47","4,55","8,28","5,51","10,03","2,60","4,73","0,21","0,58","-0,59","22,99","-0,30","0,99","-1,29","4,09","-0,39","0,77","2,91","5,30","1,28","0,31","0,69","2,33","19,90",,2.269.353.000,4.813.982.000,3.314.057.000,144.177.000,10.693.230.000,6.823.276.000,4.258.107.000,2.544.629.000,1.713.478.000,"100,00",Novo_Mercado,"99,76",Bens_Industriais,Material_Rodoviário,https://investidor10.com.br/storage/companies/66db0033ac15a.jpg
"4,99","40,03","9,47","1,17","7,41",CSED3,"0,69","71,32","7,30","49,42","20,05","27,42","3,23","4,42","2,52","3,45","0,38","6,43","-0,49","4,27","0,53","0,55","12,34","18,13","4,00","0,33","0,71","0,97","0,85","0,32","0,68","1,35","7,88",,1.819.067.000,2.328.890.000,1.557.200.000,364.542.000,4.806.949.000,1.098.451.000,1.322.500.000,509.823.000,812.677.000,"100,00",Nível_1,"12,39",Consumo_Cíclico,Serviços_Educacionais,https://investidor10.com.br/storage/companies/66d9a9dfe77a7.jpg
"15,25","-73,98","1,08","0,05","0,00",GFSA3,"0,10","0,00","9,60","-5,60","-8,60","-7,11","-20,69","-17,10","-1,46","-1,21","0,02","0,09","-0,05","296,52","14,06","0,20","4,74","-3,99","-0,80","0,67","-19,23","-15,89","0,75","0,40","0,60","1,67","2,21",,102.613.000,1.449.300.000,1.995.251.000,6.728.000,4.938.033.000,2.896.685.000,1.503.382.000,1.346.687.000,156.695.000,"100,00",Novo_Mercado,"99,82",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/5eb4660e967ad.jpeg
"28,14","-8,53","7,63","4,30","9,32",LEVE3,"0,79","71,52","10,40","27,77","16,85","19,23","4,89","5,59","4,13","4,71","1,03","6,65","-2,66","6,54","3,69","1,29","56,36","34,94","13,46","0,80","0,77","0,87","1,16","0,24","0,76","1,34","14,86","32,53",3.814.067.000,4.521.057.000,886.641.000,135.539.000,3.712.264.000,2.279.545.000,1.031.936.000,706.990.000,324.946.000,"100,00",Novo_Mercado,"39,00",Consumo_Cíclico,Automóveis_e_Motocicletas,https://investidor10.com.br/storage/companies/66cc9d399bfe5.jpg
"3,73","13,30","7,76","1,11","2,64",FIQE3,"1,29","20,62","16,65","50,81","25,62","46,80","3,60","6,57","2,76","5,04","0,58","5,88","-0,81","3,37","0,48","0,45","14,27","10,88","7,50","0,34","0,84","1,53","0,68","0,53","0,47","1,55",,,1.350.445.000,1.759.906.000,1.220.080.000,362.049.000,2.320.127.000,650.118.000,828.800.000,409.461.000,419.339.000,"100,00",Nível_1,"24,96",Telecomunicações,Telecomunicações,https://investidor10.com.br/storage/companies/66d9a91eab5f6.jpg
"14,99","42,38","31,05","2,04","0,35",PRNR3,"0,56","10,69","1,80","22,09","7,78","12,28","7,42","11,71","4,55","7,18","0,50","1,80","-1,13","7,36","0,48","0,89","6,56","7,46","2,05","1,28","2,87","4,52","2,33","0,24","0,75","1,96","38,91",,700.344.000,1.141.483.000,343.979.000,46.720.000,1.413.379.000,795.229.000,801.600.000,441.139.000,360.461.000,"100,00",Novo_Mercado,"94,42",Bens_Industriais,Serviços_Diversos,https://investidor10.com.br/storage/companies/5f5b8335a3162.jpeg
"0,97","-76,79","-0,03","-0,05","0,00",SEQL3,"0,04","0,00","-142,30","-3,27","-147,31","-121,76","-1,09","-0,90","-0,04","-0,03","0,03","-0,06","-0,03","-21,45","-30,95","0,62","-144,29","-456,64","-103,75","-1,30","-1,05","-0,87","-1,33","-0,62","1,75","0,24","-5,08",,34.300.000,1.019.560.000,-758.373.000,35.361.000,1.232.160.000,186.900.000,1.007.110.000,985.260.000,21.850.000,"100,00",Novo_Mercado,"99,89",Tecnologia_da_Informação,Programas_e_Serviços,https://investidor10.com.br/storage/companies/5f47cdfbe37b5.jpeg
"3,46","7,79","-6,61","0,63","0,00",ZAMP3,"0,20","0,00","-3,07","64,73","-0,04","5,01","7,22","-1.029,30","4,05","-578,11","0,22","7,85","-0,29","5,52","-0,52","1,08","-9,48","-1,51","-3,31","0,49","3,16","-451,19","0,74","0,35","0,65","1,14","15,93",,952.729.000,1.696.284.000,1.519.081.000,275.355.000,4.345.707.000,1.005.332.000,1.118.605.000,743.555.000,375.050.000,"100,00",Novo_Mercado,"38,45",Consumo_Cíclico,Restaurante_e_Similares,https://investidor10.com.br/storage/companies/685c494781499.png
"12,48","23,03","8,35","1,03","2,75",BLAU3,"1,27","24,47","15,16","38,95","22,12","25,16","5,19","5,90","5,03","5,73","0,65","1,97","-1,25","12,12","1,49","0,52","12,33","11,04","7,71","0,03","0,15","0,17","0,23","0,63","0,36","3,23","8,42","0,84",2.238.836.000,2.306.737.000,2.174.397.000,179.393.000,3.431.925.000,1.647.217.000,510.000.000,67.901.000,442.099.000,"100,00",Nível_1,"16,55",Saúde,"Serviços_Médicos,_Hospitalares,_Análises_e_Diagnósticos",https://investidor10.com.br/storage/companies/68407bb20fa0b.jpg
"12,28","50,99","6,82","1,39","8,13",LAVV3,"1,53","55,95","22,48","34,22","26,28","26,46","7,20","7,25","5,79","5,83","0,69","1,14","-2,96","8,84","1,80","0,45","20,37","15,28","11,81","0,34","1,41","1,42","0,40","0,50","0,50","4,85","34,78","28,52",2.450.281.000,3.047.673.000,1.764.055.000,199.534.000,3.528.495.000,2.701.999.000,713.734.000,597.392.000,116.342.000,"100,00",Novo_Mercado,"37,00",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/66d9a977f1e46.jpg
"5,20","-42,17","7,24","0,83","8,20",JSLG3,"0,16","58,57","2,21","16,70","13,24","20,18","4,21","6,42","0,79","1,21","0,12","0,84","-0,19","6,25","0,72","0,74","11,48","11,90","1,63","3,59","3,42","5,21","4,64","0,14","0,86","1,62","26,91","9,39",1.489.441.000,7.912.857.000,1.791.174.000,286.431.000,12.583.655.000,4.679.352.000,8.319.693.000,6.423.416.000,1.896.277.000,"100,00",Novo_Mercado,"22,06",Bens_Industriais,Transporte_Rodoviário,https://investidor10.com.br/storage/companies/66db247028785.jpg
"9,34","-5,43","14,42","1,13","3,98",PNVL3,"0,28","41,02","1,96","31,73","3,99","8,32","5,85","12,22","3,39","7,08","0,44","1,66","-1,01","8,28","0,65","1,57","7,82","7,41","3,07","0,82","2,46","5,13","0,98","0,39","0,61","1,90","12,03","11,65",1.404.525.000,2.422.795.000,1.245.825.000,150.377.000,3.174.997.000,1.788.283.000,1.222.620.000,1.018.270.000,204.350.000,"0,00",Tradicional,"47,41",Saúde,Medicamentos_e_Outros_Produtos,https://investidor10.com.br/storage/companies/66db250a75bb8.jpg
"6,10","-5,72","-53,12","1,29","0,00",OPCT3,"0,72","0,00","-1,36","25,47","14,40","30,85","4,58","9,81","2,34","5,01","0,42","3,18","-0,62","4,72","-0,11","0,58","-2,43","8,45","-0,79","1,24","2,24","4,80","1,68","0,32","0,68","1,67","21,34",,1.219.753.000,2.386.779.000,944.797.000,199.959.000,2.915.946.000,953.826.000,1.589.000.000,1.167.026.000,421.974.000,"100,00",Nível_1,"37,82",Utilidade_Pública,Água_e_Saneamento,https://investidor10.com.br/storage/companies/6840866a002ca.jpg
"3,31","25,83","11,50","0,84","35,48",MELK3,"0,68","407,94","5,88","21,83","6,10","6,49","10,41","11,07","10,43","11,09","0,27","0,55","-1,21","3,95","0,29","0,41","7,28","2,78","4,65","0,00","-0,01","-0,01","0,43","0,33","0,51","2,78","11,66","15,13",682.751.000,681.869.000,815.219.000,206.269.000,2.489.038.000,1.924.364.000,349.700.000,-882.000,350.582.000,"100,00",Novo_Mercado,"92,04",Consumo_Cíclico,Incorporações,https://investidor10.com.br/storage/companies/66d9aa06a27e0.jpg
