Papel;Setor;Preço Atual (R$);Liquidez Diária (R$);Último Dividendo;Dividend Yield;DY (3M) Acumulado;DY (6M) Acumulado;DY (12M) Acumulado;DY (3M) média;DY (6M) média;DY (12M) média;DY Ano;Variação Preço;Rentab. Período;Rentab. Acumulada;Patrimônio Líquido;VPA;P/VPA;DY Patrimonial;Variação Patrimonial;Rentab. Patr. Período;Rentab. Patr. Acumulada;Quant. Ativos;Volatilidade;Num. Cotistas
CSMC11;Indefinido;;;9,21;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;1.911.594.414,89;;;;;;;8;;1
CTXT11;Lajes Corporativas;4,82;677,73;0,01;0,04 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;1,34 ;1,40 ;1,44 ;-49,65 ;103.385.879,68;48,33;0,10;0,19 ;-0,10 ;0,09 ;0,54 ;1;58,57;2.242
CVBI11;Papéis;82,90;5.255.075,05;1,05;1,23 ;3,70 ;7,58 ;15,22 ;1,23 ;1,26 ;1,27 ;11,78 ;0,31 ;1,54 ;35,05 ;1.022.623.950,41;92,88;0,89;1,13 ;-1,04 ;0,07 ;6,78 ;14;19,15;83.720
CVPR11;Indefinido;;;0,76;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;59.898.480,37;;;;;;;14;;3
CXAG11;Agências de Bancos;74,40;107.050,09;0,70;0,94 ;2,84 ;6,43 ;12,73 ;0,95 ;1,07 ;1,06 ;10,65 ;1,09 ;2,05 ;25,50 ;231.011.732,89;110,50;0,67;0,63 ;-3,62 ;-3,01 ;15,46 ;32;14,12;11.791
CXCE11B;Lajes Corporativas;44,01;9.205,00;0,43;1,09 ;3,25 ;6,56 ;12,24 ;1,08 ;1,09 ;1,02 ;12,24 ;0,18 ;1,27 ;3,73 ;110.543.765,88;64,53;0,68;0,67 ;-1,63 ;-0,97 ;0,19 ;1;22,21;3.247
CXCI11;Indefinido;66,53;427.179,32;0,75;1,14 ;3,68 ;7,15 ;14,36 ;1,23 ;1,19 ;1,20 ;10,92 ;3,44 ;4,61 ;18,57 ;172.234.684,07;83,70;0,79;0,90 ;-10,11 ;-9,30 ;-7,35 ;14;17,23;5.457
CXCO11;Lajes Corporativas;58,44;130.470,64;0,70;1,16 ;3,40 ;7,46 ;14,67 ;1,13 ;1,24 ;1,22 ;12,69 ;2,67 ;3,86 ;33,23 ;377.608.447,67;96,22;0,61;0,68 ;-3,10 ;-2,44 ;9,93 ;10;24,16;12.462
CXRI11;Fundo de Fundos;65,00;21.754,77;0,59;0,95 ;2,87 ;5,71 ;11,48 ;0,96 ;0,95 ;0,96 ;10,56 ;0,42 ;1,37 ;7,98 ;126.783.296,25;80,46;0,81;0,73 ;-2,65 ;-1,94 ;2,62 ;1;37,02;1.779
CXTL11;Imóveis Industriais e Logísticos;291,02;10.624,00;0,66;0,22 ;0,58 ;3,39 ;8,94 ;0,58 ;0,57 ;0,75 ;6,50 ;1,80 ;2,03 ;60,75 ;21.830.861,64;407,31;0,71;0,07 ;-16,79 ;-16,73 ;-30,19 ;1;62,20;618
CYCR11;Indefinido;8,59;423.477,73;0,11;1,22 ;3,69 ;7,68 ;15,32 ;1,23 ;1,28 ;1,28 ;12,91 ;0,58 ;1,81 ;29,29 ;341.285.141,46;9,34;0,92;1,13 ;-2,10 ;-0,99 ;-89,32 ;14;16,64;18.078
DAMA11;Misto;6,76;18.622,36;0,09;1,24 ;3,77 ;7,26 ;12,34 ;1,26 ;1,21 ;1,03 ;9,85 ;-1,85 ;-0,64 ;-13,67 ;45.827.374,18;;;;;;;14;39,39;801
DAMT11B;Shoppings;11,45;23,00;0,40;3,50 ;3,50 ;3,50 ;3,50 ;1,17 ;0,58 ;0,29 ;3,50 ;-11,86 ;-8,77 ;-8,77 ;255.887.966,69;;;;;;;2;11,75;533
DCRA11;Indefinido;7,22;45.444,64;0,09;1,26 ;3,70 ;7,54 ;16,68 ;1,23 ;1,26 ;1,39 ;12,18 ;-0,56 ;0,70 ;29,34 ;65.332.307,14;9,69;0,75;0,93 ;0,00 ;0,00 ;0,00 ;0;20,14;15.743
DEVA11;Papéis;26,50;608.167,32;0,32;1,14 ;3,62 ;8,06 ;17,43 ;1,21 ;1,34 ;1,45 ;12,88 ;-8,76 ;-7,72 ;17,15 ;1.361.317.737,62;96,93;0,27;0,35 ;-4,31 ;-3,98 ;15,14 ;14;25,62;85.537
DLMT11;Varejo;;;0,00;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;8.468.454,70;;;;;;;7;;9
DPRO11;Indefinido;6,08;514,14;0,06;0,98 ;3,01 ;5,84 ;11,88 ;1,00 ;0,97 ;0,99 ;9,03 ;3,55 ;4,57 ;18,29 ;45.746.903,73;;;;;;;1;50,77;735
DRIT11B;Lajes Corporativas;83,30;1.547,00;0,53;0,63 ;1,94 ;3,25 ;13,98 ;0,65 ;0,54 ;1,17 ;1,94 ;17,70 ;18,44 ;16,76 ;60.485.010,41;130,56;0,64;0,46 ;-1,36 ;-0,91 ;7,46 ;4;29,85;348
DVFF11;Fundo de Fundos;5,99;116.513,68;0,07;1,05 ;3,25 ;6,40 ;13,53 ;1,08 ;1,07 ;1,13 ;10,10 ;2,32 ;3,39 ;17,40 ;91.892.586,30;8,35;0,72;0,78 ;-90,83 ;-90,76 ;-89,92 ;14;34,25;1.867
EDFO11B;Lajes Corporativas;229,98;7.938,50;0,49;0,42 ;2,45 ;5,30 ;11,89 ;0,82 ;0,88 ;0,99 ;3,59 ;-0,22 ;0,20 ;-17,93 ;49.670.858,85;210,47;1,09;0,60 ;9,69 ;10,35 ;20,16 ;1;181,93;490
EDGA11;Lajes Corporativas;14,61;8.042,32;0,08;0,49 ;0,00 ;1,57 ;4,56 ;0,00 ;0,26 ;0,38 ;3,48 ;-3,60 ;-3,13 ;6,67 ;178.382.295,61;46,99;0,31;0,17 ;-23,34 ;-23,21 ;-28,02 ;1;28,17;3.949
EGAF11;Indefinido;91,86;449.138,32;1,48;1,58 ;4,78 ;9,32 ;18,74 ;1,59 ;1,55 ;1,56 ;15,72 ;-1,18 ;0,38 ;41,90 ;310.075.617,79;99,00;0,93;1,60 ;0,00 ;0,00 ;0,00 ;0;12,77;11.298
EMET11;Misto;10,85;3.948,76;0,11;1,07 ;2,12 ;2,12 ;2,12 ;2,12 ;2,12 ;2,12 ;2,12 ;8,19 ;9,35 ;9,35 ;51.040.635,67;;;;;;;14;41,71;60
ENDD11;Indefinido;110,00;209.618,73;0,16;0,16 ;0,00 ;0,16 ;5,35 ;0,00 ;0,16 ;0,45 ;0,16 ;9,99 ;10,17 ;10,17 ;;;;;;;;0;16,92;0
EQIA11;Fiagro;;;0,45;;;;;;;;;;;;;;;;;;;0;;0
EQIR11;Indefinido;7,85;68.927,86;0,10;1,25 ;3,89 ;7,88 ;16,08 ;1,30 ;1,31 ;1,34 ;12,08 ;3,36 ;4,65 ;40,50 ;104.295.798,03;9,56;0,82;1,05 ;-2,05 ;-1,02 ;-89,62 ;14;15,88;9.975
ERCR11;Varejo;15.707,85;;280,72;0,00 ;0,00 ;0,00 ;16,74 ;0,00 ;0,00 ;1,40 ;0,93 ;0,00 ;0,00 ;;36.038.085,68;15.167,54;1,04;16,87 ;-77,20 ;-73,36 ;-71,74 ;14;12,50;10
ERPA11;Lajes Corporativas;124,99;14.992,44;0,94;0,00 ;1,48 ;2,92 ;6,69 ;0,49 ;0,49 ;0,56 ;4,78 ;0,00 ;0,00 ;;79.885.581,48;159,48;0,78;0,59 ;16,35 ;17,04 ;43,98 ;2;43,28;664
ESUD11;Indefinido;243,00;48.600,00;72,93;23,08 ;0,00 ;0,00 ;23,08 ;0,00 ;0,00 ;5,77 ;23,08 ;0,00 ;0,00 ;;;;;;;;;0;40,80;0
ESUT11;Indefinido;32,00;609,52;67,49;210,90 ;0,00 ;0,00 ;210,90 ;0,00 ;0,00 ;52,73 ;210,90 ;0,00 ;0,00 ;;;;;;;;;0;9,96;0
ESUU11;Indefinido;32,00;3.200,00;63,84;199,49 ;0,00 ;0,00 ;199,49 ;0,00 ;0,00 ;49,87 ;199,49 ;0,00 ;0,00 ;;;;;;;;;0;10,03;0
EURO11;Imóveis Industriais e Logísticos;262,00;19.674,27;1,75;0,68 ;2,35 ;4,91 ;10,39 ;0,78 ;0,82 ;0,87 ;8,56 ;12,68 ;13,44 ;35,86 ;126.598.401,07;329,74;0,79;0,61 ;1,54 ;2,16 ;13,80 ;7;28,55;2.062
EVBI11;renda urbana;9,50;32.194,42;0,11;1,05 ;2,88 ;5,14 ;9,85 ;0,96 ;0,86 ;0,82 ;9,85 ;5,74 ;6,85 ;23,48 ;411.540.046,98;9,86;0,96;0,96 ;-90,11 ;-90,02 ;-89,22 ;13;14,99;1.313
EXES11;Indefinido;9,80;11.922,86;0,13;1,30 ;4,10 ;8,43 ;16,65 ;1,37 ;1,41 ;1,39 ;12,77 ;6,38 ;7,77 ;41,37 ;68.610.391,52;;;;;;;14;16,12;851
FAED11;Educacional;150,61;46.670,45;1,66;1,13 ;3,50 ;7,24 ;14,86 ;1,17 ;1,21 ;1,24 ;11,08 ;3,07 ;4,23 ;34,13 ;153.668.464,96;221,94;0,68;0,75 ;1,98 ;2,74 ;9,35 ;4;20,17;4.132
FAMB11B;Lajes Corporativas;609,99;47.041,93;1.001,61;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;424.524.340,32;3.593,26;0,17;0,25 ;0,53 ;0,79 ;12,82 ;1;47,01;2.173
FAOE11;Indefinido;926,90;;11,16;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;118.155.565,38;;;;;;;3;;8.102
FATN11;Lajes Corporativas;87,99;816.660,77;0,80;0,97 ;3,02 ;6,28 ;12,92 ;1,01 ;1,05 ;1,08 ;9,67 ;0,83 ;1,81 ;21,77 ;469.753.390,62;98,41;0,89;0,81 ;-0,61 ;0,20 ;5,67 ;54;10,23;22.040
FCFL11;Educacional;127,20;412.981,77;0,91;0,72 ;2,15 ;4,42 ;9,39 ;0,72 ;0,74 ;0,78 ;6,93 ;-0,26 ;0,46 ;31,37 ;428.124.194,68;123,24;1,03;0,73 ;6,09 ;6,86 ;25,96 ;1;16,81;3.033
FEXC11;Papéis;83,50;860.137,12;0,50;0,00 ;1,08 ;4,14 ;11,48 ;0,36 ;0,69 ;0,96 ;0,00 ;0,00 ;0,00 ;;1.001.470.167,13;90,75;0,92;0,99 ;-1,13 ;-0,15 ;7,12 ;0;14,57;36.232
FGAA11;Indefinido;9,03;829.786,50;0,12;1,38 ;4,18 ;7,04 ;14,61 ;1,39 ;1,17 ;1,22 ;16,18 ;1,40 ;2,80 ;55,51 ;423.808.467,91;9,40;0,96;1,28 ;0,00 ;0,00 ;0,00 ;0;13,10;50.185
FIGS11;Shoppings;48,03;115.036,95;0,48;1,00 ;3,01 ;6,10 ;12,14 ;1,00 ;1,02 ;1,01 ;10,24 ;1,58 ;2,60 ;19,27 ;217.260.308,72;76,23;0,63;0,63 ;-0,33 ;0,30 ;-19,31 ;2;17,64;11.866
FIIB11;Imóveis Industriais e Logísticos;495,99;241.652,64;3,58;0,72 ;2,13 ;4,51 ;9,30 ;0,71 ;0,75 ;0,78 ;7,69 ;-2,19 ;-1,48 ;16,70 ;326.027.483,71;475,95;1,04;0,75 ;3,13 ;3,91 ;14,26 ;9;12,78;15.064
FIIP11B;Imóveis Industriais e Logísticos;161,37;1.172,80;1,40;0,96 ;2,95 ;5,92 ;10,89 ;0,98 ;0,99 ;0,91 ;4,03 ;-1,78 ;-0,84 ;6,81 ;184.360.354,72;198,84;0,81;0,70 ;6,81 ;7,56 ;8,46 ;7;11,96;6.586
FISC11;Lajes Corporativas;65,00;14.990,71;0,53;0,00 ;0,78 ;3,18 ;7,82 ;0,78 ;0,53 ;0,65 ;5,54 ;0,00 ;0,00 ;;193.518.904,18;113,83;0,57;0,44 ;-1,07 ;-0,63 ;-0,14 ;5;92,22;223
FLCR11;Papéis;96,00;45.043,32;1,05;1,10 ;3,69 ;7,39 ;15,63 ;1,23 ;1,23 ;1,30 ;11,62 ;-0,14 ;0,96 ;23,90 ;70.905.328,27;94,31;1,02;1,11 ;-4,18 ;-3,11 ;6,55 ;1;9,34;2.973
FLFL11;Fundo de Desenvolvimento;;;0,18;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;475.463.246,61;;;;;;;1;;1
FLMA11;Lajes Corporativas;146,20;45.353,77;1,05;0,76 ;2,34 ;4,92 ;10,00 ;0,78 ;0,82 ;0,83 ;7,25 ;4,33 ;5,13 ;19,20 ;304.728.024,50;220,71;0,66;0,46 ;37,73 ;38,37 ;51,02 ;2;21,87;11.945
FLRP11;Shoppings;20,38;19.786,41;0,14;0,69 ;2,07 ;4,89 ;9,38 ;0,69 ;0,82 ;0,78 ;8,00 ;1,95 ;2,65 ;24,87 ;150.359.707,79;20,32;1,00;0,69 ;-98,89 ;-98,88 ;-98,75 ;1;53,40;1.625
FMOF11;Lajes Corporativas;74,50;18.713,23;0,42;0,58 ;1,69 ;3,52 ;7,63 ;0,56 ;0,59 ;0,64 ;7,63 ;-5,07 ;-4,52 ;56,64 ;58.885.360,83;115,91;0,64;0,37 ;-2,26 ;-1,90 ;-4,96 ;2;75,62;213
FPAB11;Lajes Corporativas;208,35;2.191,60;1,35;0,00 ;1,26 ;2,68 ;6,66 ;0,42 ;0,45 ;0,56 ;4,96 ;0,00 ;0,00 ;;267.905.297,85;357,21;0,58;0,38 ;-4,75 ;-4,39 ;-8,28 ;3;76,90;700
FPOR11;Indefinido;23,50;31,00;0,07;0,00 ;0,00 ;0,18 ;0,18 ;0,00 ;0,18 ;0,18 ;0,18 ;0,00 ;0,00 ;;;;;;;;;0;222,39;0
FRHY11;Indefinido;;;1,03;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;2.154.747,78;;;;;;;14;;7
FTCA11;Indefinido;8,96;76.595,82;0,13;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;0,00 ;;47.318.286,53;10,61;0,84;1,23 ;0,00 ;0,00 ;0,00 ;0;22,29;7.629
FVPQ11;Shoppings;65,70;21.751,36;0,05;0,07 ;1,30 ;5,15 ;11,37 ;0,43 ;0,86 ;0,95 ;9,95 ;-5,13 ;-5,06 ;72,63 ;439.393.195,13;156,92;0,42;0,52 ;-18,39 ;-17,96 ;-16,60 ;1;30,02;3.907
FYTO11;Papéis;7,99;135.157,32;0,10;1,24 ;3,84 ;7,73 ;15,46 ;1,28 ;1,29 ;1,29 ;11,79 ;1,77 ;3,03 ;22,48 ;149.014.899,79;;;;;;;0;18,06;10.794
FZDA11;Indefinido;130,00;1.145,73;4,11;3,40 ;0,00 ;3,40 ;3,40 ;0,00 ;1,70 ;1,70 ;3,40 ;-0,69 ;2,69 ;2,69 ;281.291.241,18;173,55;0,75;2,37 ;0,00 ;0,00 ;0,00 ;0;69,41;304
