Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
LSAG11,Indefinido,75.93,34748.67,0.77,1.02,1.32 ,4.44 ,8.99 ,18.75 ,1.48 ,1.50 ,1.56 ,18.75 ,2.44 ,3.79 ,42.03 ,99412667.01,98.49,0.77,1.12 ,0.00 ,0.00 ,0.00 ,0,19.85,2776,,1.47  aa,
LSOI11,Misto,12.26,87738.50,1.03,0.10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,63871746.34,,,,,,,2,,27,,,
LSPA11,Papéis,24.01,453.61,1.15,20.85,86.84 ,0.00 ,0.00 ,90.52 ,0.00 ,0.00 ,7.54 ,299.45 ,0.00 ,86.84 ,153.73 ,8473824.04,,,,,,,14,73.62,727,,,
LTMT11,Imóveis Residenciais,98.42,42025.00,1.00,8.38,8.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.80 ,0.00 ,0.00 ,,15395644.80,,,,,,,1,15.94,109,,,
LUGG11,Imóveis Residenciais,72.82,23956.00,0.55,0.59,0.88 ,2.59 ,5.08 ,9.23 ,0.86 ,0.85 ,0.77 ,9.23 ,-3.20 ,-2.35 ,-10.08 ,132968746.75,117.60,0.62,0.51 ,-7.97 ,-7.50 ,-0.34 ,5,10.07,7962,,1.00  aa,
LVBI11,Imóveis Industriais e Logísticos,106.04,2547859.71,0.91,0.75,0.71 ,2.13 ,4.36 ,9.52 ,0.71 ,0.73 ,0.79 ,8.61 ,-3.21 ,-2.52 ,26.26 ,1896600315.61,117.67,0.90,0.64 ,1.88 ,2.53 ,7.79 ,11,18.19,128386,0.80  aa,,
MALL11,Shoppings,99.90,1230798.43,0.82,0.86,0.85 ,2.54 ,5.27 ,10.16 ,0.85 ,0.88 ,0.85 ,6.13 ,1.45 ,2.31 ,17.74 ,1694865745.73,121.22,0.82,0.70 ,1.09 ,1.80 ,18.43 ,11,12.50,129577,0.50  aa,,
MANA11,Indefinido,8.74,635101.19,0.94,0.11,1.24 ,3.73 ,7.56 ,15.95 ,1.24 ,1.26 ,1.33 ,14.49 ,-1.34 ,-0.11 ,36.24 ,349492784.97,,,,,,,14,14.47,30325,,1.00  aa,20.00  aa
MATV11,Indefinido,86.63,13027.43,1.36,0.60,0.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.11 ,-1.41 ,-0.69 ,-1.08 ,118155565.38,91.09,0.95,0.66 ,-1.89 ,-1.24 ,-0.18 ,1,0.37,8102,,,
MAXR11,Varejo,64.39,33783.29,0.63,0.19,0.29 ,1.49 ,3.34 ,17.03 ,0.50 ,0.56 ,1.42 ,6.02 ,1.03 ,1.32 ,17.46 ,115179341.62,102.21,0.63,0.44 ,-16.96 ,-16.59 ,-10.43 ,7,17.29,4122,,0.30  aa,
MBRF11,Lajes Corporativas,,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,1136.01,,0.88 ,-0.17 ,0.71 ,10.03 ,0,,0,,,
MCCI11,Papéis,88.45,2004571.05,0.95,1.00,1.09 ,3.38 ,6.63 ,13.53 ,1.13 ,1.11 ,1.13 ,11.33 ,1.69 ,2.80 ,45.25 ,1579926195.16,93.16,0.95,1.07 ,0.71 ,1.79 ,6.52 ,14,15.97,111023,0.80  aa,0.20  aa,20.00  aa
MCEM11,Shoppings,63.59,58279.25,1.71,0.67,1.03 ,3.07 ,5.31 ,5.31 ,1.02 ,0.89 ,0.89 ,5.31 ,-0.71 ,0.31 ,31.31 ,114532364.28,,,,,,,14,552.48,200,,1.30  aa,20.00  aa
MCHF11,Papéis,9.10,1778820.09,0.14,2.59,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.51 ,0.00 ,0.00 ,,118155565.38,10.38,0.88,0.67 ,9.15 ,9.88 ,12.93 ,1,7.84,8102,0.77  aa,0.18  aa,20.00  aa
MCHY11,Papéis,8.58,4789731.61,0.72,0.10,1.39 ,3.81 ,7.19 ,13.89 ,1.27 ,1.20 ,1.16 ,13.89 ,-12.22 ,-11.00 ,-21.94 ,1060212799.64,9.50,0.90,1.05 ,-90.53 ,-90.43 ,-89.35 ,1,26.95,93666,1.10  aa,0.20  aa,20.00  aa
MCLO11,Imóveis Industriais e Logísticos,10.49,235372.57,0.75,0.08,0.00 ,1.68 ,3.62 ,3.62 ,0.56 ,0.60 ,0.52 ,3.62 ,0.00 ,0.00 ,,1712845149.77,,,,,,,5,29.03,207,,,
MCRE11,Papéis,8.79,1529397.33,0.87,0.11,1.24 ,3.79 ,7.68 ,16.31 ,1.26 ,1.28 ,1.36 ,13.38 ,0.57 ,1.82 ,58.18 ,1131826368.88,,,,,,,1,17.64,84253,1.10  aa,0.20  aa,20.00  aa
MFAI11,Fundo de Fundos,69.98,11326.82,0.99,34.18,48.84 ,0.00 ,0.00 ,48.84 ,0.00 ,0.00 ,4.07 ,56.24 ,2.66 ,52.79 ,89.75 ,27463042.22,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,0.02,2301,,1.00  aa,20.00  aa
MFII11,Fundo de Desenvolvimento,77.06,764707.19,0.74,1.07,1.40 ,4.05 ,8.11 ,16.62 ,1.35 ,1.35 ,1.39 ,15.22 ,-4.82 ,-3.49 ,6.35 ,620062987.41,104.00,0.74,1.02 ,-1.64 ,-0.63 ,9.86 ,1,21.86,32641,,2.00  aa,20.00  aa
MGCR11,Papéis,9.40,259145.59,0.15,0.33,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,0.00 ,0.00 ,,118155565.38,9.78,0.96,1.02 ,-89.08 ,-88.97 ,-88.55 ,14,14.56,8102,,,
MGFF11,Fundo de Fundos,69.99,2558695.75,1.10,4.26,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,73.54,0.95,0.71 ,2.57 ,3.29 ,-0.09 ,14,8.07,8102,,0.20  aa,20.00  aa
MGHT11,Hotéis,16.30,10773.19,0.72,0.13,0.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.24 ,-14.42 ,-14.07 ,-21.90 ,30437892.88,50.81,0.32,0.26 ,-40.63 ,-40.48 ,-43.69 ,1,50.43,4019,,1.20  aa,20.00  aa
MGLG11,Imóveis Industriais e Logísticos,40.99,55314.19,0.55,0.35,0.86 ,2.58 ,4.56 ,11.69 ,0.86 ,0.76 ,0.97 ,0.86 ,-3.60 ,-2.77 ,-2.77 ,116088485.68,61.55,0.67,0.57 ,57.54 ,58.43 ,-18.62 ,2,27.79,3712,,1.00  aa,
MGRI11,Indefinido,58.18,,0.95,1.12,0.00 ,0.00 ,0.00 ,14.86 ,0.00 ,0.00 ,1.24 ,12.42 ,0.00 ,0.00 ,,17598681.39,,,,,,,1,3.52,1,0.85  aa,0.14  aa,
MINT11,Educacional,96.50,2171.20,0.99,14.67,15.20 ,0.00 ,0.00 ,15.20 ,0.00 ,0.00 ,7.60 ,19.77 ,-5.85 ,8.46 ,14.95 ,50527673.91,,,,,,,3,6.46,94,0.80  aa,0.15  aa,
MMPD11,Indefinido,,,,0.98,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,59165034.36,,,,,,,14,,102,,,
MORE11,Fundo de Fundos,76.21,1327577.67,1.19,6.02,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,86.87,0.88,0.81 ,4.88 ,5.72 ,2.91 ,14,2.67,8102,,1.00  aa,20.00  aa
MXRF11,Papéis,9.63,5889858.62,1.02,0.10,1.04 ,3.10 ,6.30 ,12.89 ,1.03 ,1.05 ,1.07 ,11.72 ,-1.13 ,-0.10 ,27.10 ,4117015862.52,9.41,1.02,1.06 ,-6.92 ,-5.93 ,-0.44 ,3,11.15,1331737,,0.90  aa,
NAVT11,Papéis,69.70,37055.60,0.80,0.75,1.07 ,3.22 ,6.59 ,13.94 ,1.07 ,1.10 ,1.16 ,11.36 ,0.82 ,1.90 ,36.23 ,53205133.08,86.90,0.80,0.86 ,-2.99 ,-2.15 ,-1.03 ,14,33.05,2505,,1.00  aa,20.00  aa
NCHB11,Papéis,7.97,63111.70,0.82,0.11,1.34 ,4.06 ,7.73 ,15.13 ,1.35 ,1.29 ,1.26 ,4.06 ,11.10 ,12.58 ,10.18 ,148979591.77,9.75,0.82,1.02 ,-89.12 ,-89.01 ,-88.60 ,14,17.09,11451,,1.10  aa,
NCRI11,Papéis,8.64,2350.33,0.86,0.10,1.16 ,3.48 ,7.23 ,15.37 ,1.16 ,1.21 ,1.28 ,14.00 ,-3.59 ,-2.47 ,35.21 ,39283357.89,,,,,,,1,39.95,1198,,,
NELO11,Logística,,,,11.40,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,437313255.98,996.84,,3.66 ,0.00 ,0.00 ,0.00 ,57,,2,,,
NEWL11,Imóveis Industriais e Logísticos,104.41,148532.29,0.81,0.95,0.92 ,2.73 ,5.50 ,11.70 ,0.91 ,0.92 ,0.98 ,10.72 ,-2.37 ,-1.47 ,18.34 ,365869029.14,130.19,0.80,0.73 ,8.41 ,9.20 ,24.62 ,3,15.14,9881,,0.95  aa,20.00  aa
NEWU11,Lajes Corporativas,100.25,16295.20,1.19,0.25,0.00 ,0.42 ,0.84 ,1.44 ,0.42 ,0.84 ,0.12 ,1.35 ,0.00 ,0.00 ,,62150110.58,83.76,1.20,0.24 ,20.33 ,20.61 ,29.26 ,3,49.58,1093,,,
NEXG11,Agricultura,119.99,57599.68,1.18,1.10,0.93 ,2.48 ,4.77 ,8.96 ,0.83 ,0.80 ,0.75 ,8.46 ,-10.60 ,-9.77 ,9.95 ,70320195.66,100.67,1.19,0.99 ,0.00 ,0.00 ,0.00 ,0,28.12,649,1.00  aa,0.16  aa,20.00  aa
NSLU11,Hospitalar,209.00,208208.71,0.99,1.64,0.77 ,2.47 ,5.44 ,11.95 ,0.82 ,0.91 ,1.00 ,10.88 ,3.72 ,4.52 ,63.16 ,272110207.72,210.40,0.99,0.77 ,5.77 ,6.58 ,13.09 ,1,23.20,5245,,2.50  aa,
NUIF11,Indefinido,91.75,96937.14,,1.35,1.43 ,3.96 ,7.91 ,15.34 ,1.32 ,1.32 ,1.28 ,13.02 ,-0.71 ,0.71 ,27.60 ,,,,,,,,0,30.13,0,,,
NVHO11,Hospitalar,12.11,1139.50,0.73,0.09,0.00 ,2.22 ,4.32 ,8.85 ,0.74 ,0.72 ,0.74 ,8.85 ,0.00 ,0.00 ,,690075364.80,16.63,0.73,0.52 ,19.21 ,19.83 ,40.21 ,4,61.90,1796,,,
NVIF11B,Fundo de Desenvolvimento,227.50,,0.86,1.11,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,88829544.94,263.28,0.86,0.42 ,-15.74 ,-15.38 ,5.40 ,2,,7,,,
NVRP11,Indefinido,170.00,34000.00,,64.73,107.40 ,0.00 ,0.00 ,107.40 ,0.00 ,0.00 ,107.40 ,107.40 ,0.00 ,0.00 ,,,,,,,,,0,132.90,0,,,
OBAL11,Imóveis Residenciais,1095.00,1095.00,0.80,81.96,0.00 ,0.00 ,0.00 ,7.34 ,0.00 ,0.00 ,3.67 ,7.34 ,0.00 ,0.00 ,,193583725.83,,,,,,,4,19.87,108,,,
OCRE11,Papéis,88.72,8467.31,0.58,0.65,0.00 ,1.39 ,3.91 ,8.71 ,0.46 ,0.65 ,0.73 ,7.56 ,0.00 ,0.00 ,,64634620.99,,,,,,,1,76.26,466,,,
OGHY11,Indefinido,8.72,22847.10,0.14,9.40,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.99 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,57.14,8102,,,
OGIN11,Misto,7.96,56082.29,,0.10,1.19 ,2.31 ,4.83 ,8.29 ,0.77 ,0.81 ,0.69 ,6.91 ,4.86 ,6.11 ,-4.37 ,,,,,,,,0,22.14,0,,,
OIAG11,Indefinido,8.19,137792.43,0.83,0.12,1.40 ,4.22 ,8.54 ,17.52 ,1.41 ,1.42 ,1.46 ,16.00 ,-0.93 ,0.46 ,52.77 ,88836435.01,9.83,0.83,1.17 ,0.00 ,0.00 ,0.00 ,0,18.02,13098,,1.10  aa,20.00  aa
ONDV11,Exploração de Imóveis,10.35,1088.52,0.86,0.13,1.25 ,3.77 ,3.77 ,3.77 ,1.26 ,0.63 ,0.47 ,3.77 ,-0.29 ,0.96 ,3.91 ,12038826.49,,,,,,,14,41.60,319,,,
ONEF11,Lajes Corporativas,200.03,114431.47,3.13,2.85,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,182.79,1.09,17.78 ,-9.26 ,6.88 ,30.26 ,14,9.40,8102,,,
OPTM11,Misto,,,,0.14,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,4742653.86,,,,,,,1,,14,,,
ORPD11,Fundo de Desenvolvimento,93.00,402.75,0.66,1.38,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,40988624.14,124.68,0.75,1.11 ,0.95 ,2.06 ,2.06 ,14,24.80,6,,,
OUFF11,Fundo de Fundos,61.10,264340.11,0.96,0.76,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.10 ,-1.44 ,-0.20 ,-4.01 ,118155565.38,78.55,0.78,0.96 ,3.49 ,4.49 ,11.00 ,1,0.13,8102,,0.35  aa,30.00  aa
OUJP11,Papéis,75.70,255119.48,0.75,1.05,1.38 ,4.24 ,8.67 ,17.43 ,1.41 ,1.45 ,1.45 ,16.12 ,-0.14 ,1.23 ,29.49 ,325930863.74,100.21,0.76,1.00 ,0.32 ,1.32 ,16.44 ,14,17.33,26918,,1.05  aa,20.00  aa
OULG11,Imóveis Industriais e Logísticos,26.72,414351.05,0.55,15.52,37.02 ,37.71 ,37.71 ,40.04 ,12.57 ,6.29 ,3.34 ,40.04 ,9.20 ,49.62 ,85.89 ,121411182.30,61.67,0.43,0.03 ,-7.83 ,-7.80 ,-14.65 ,1,45.47,3320,,1.00  aa,
OURE11,Misto,78.20,224923.68,1.23,1.09,1.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.68 ,3.84 ,5.28 ,19.42 ,118155565.38,100.43,0.78,1.08 ,10.33 ,11.52 ,23.93 ,1,6.17,8102,,0.95  aa,25.00  aa
PABY11,Fundo de Desenvolvimento,10.23,61.73,0.23,0.13,,,,,,,,,,,,-24156440.71,251.42,0.04,0.00 ,1.74 ,1.74 ,5.49 ,15,47.80,494,,,
PATA11,Misto,10.19,18915.58,1.06,0.92,9.02 ,11.01 ,13.79 ,20.69 ,3.67 ,2.30 ,1.72 ,19.67 ,-0.49 ,8.49 ,18.20 ,17074596.10,,,,,,,14,81.65,278,,,
PATB11,Lajes Corporativas,,,,3.69,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,841513589.38,,,,,,,3,,1,,,
PATC11,Fundo de Desenvolvimento,41.82,18222.75,1.02,0.05,0.12 ,0.38 ,1.09 ,3.67 ,0.38 ,0.18 ,0.31 ,3.23 ,6.18 ,6.30 ,27.06 ,143140604.46,41.16,1.02,0.12 ,-46.12 ,-46.05 ,-48.49 ,4,14.18,5037,,1.18  aa,
PATL11,Imóveis Industriais e Logísticos,60.58,351896.14,0.62,0.57,0.94 ,2.85 ,6.40 ,14.28 ,0.95 ,1.07 ,1.19 ,12.92 ,1.17 ,2.12 ,64.37 ,484350198.39,97.03,0.62,0.59 ,-1.11 ,-0.53 ,6.93 ,4,24.25,25657,,1.13  aa,
PCAS11,Indefinido,,,,28.57,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,268479782.83,,,,,,,4,,100,,,
PCIP11,Papéis,80.11,1569699.19,0.89,0.90,1.10 ,3.35 ,7.09 ,15.17 ,1.12 ,1.18 ,1.26 ,13.90 ,-1.02 ,0.06 ,32.65 ,1579141666.56,,,,,,,0,18.67,113265,0.90  aa,0.10  aa,
PEMA11,Papéis,38.72,1676.00,0.64,1.54,4.86 ,7.93 ,9.81 ,24.46 ,2.64 ,1.64 ,2.04 ,21.57 ,0.16 ,5.03 ,7.73 ,33318658.16,,,,,,,14,131.26,291,,,
PFIN11,Indefinido,77.31,823257.38,,0.75,0.99 ,0.99 ,1.97 ,4.01 ,0.99 ,0.33 ,0.33 ,1.97 ,-1.14 ,-0.16 ,21.29 ,,,,,,,,0,18.34,0,,0.60  aa,
PICE11,Indefinido,32.00,28522.24,,0.50,1.35 ,1.35 ,1.35 ,2.51 ,0.45 ,0.23 ,0.21 ,2.51 ,7.50 ,8.95 ,1.37 ,,,,,,,,0,42.31,0,,1.30  aa,
PLAG11,Indefinido,48.33,123055.14,0.80,0.48,0.98 ,2.89 ,5.88 ,12.45 ,0.96 ,0.98 ,1.04 ,11.38 ,-3.77 ,-2.82 ,34.03 ,336205892.48,,,,,,,12,10.33,15376,,1.00  aa,
PLCA11,Indefinido,70.04,30741.76,0.73,1.00,1.40 ,4.22 ,8.51 ,16.61 ,1.41 ,1.42 ,1.38 ,15.14 ,0.42 ,1.83 ,32.02 ,53473303.15,96.00,0.73,1.04 ,0.00 ,0.00 ,0.00 ,0,16.50,2515,,1.15  aa,10.00  aa
PLCR11,Papéis,78.20,864020.00,0.94,5.23,0.00 ,0.00 ,2.32 ,9.62 ,0.00 ,0.39 ,0.80 ,8.48 ,0.00 ,0.00 ,,175914246.15,83.40,0.94,1.08 ,-8.04 ,-7.05 ,2.32 ,1,21.96,14034,,1.20  aa,
PLOG11,Imóveis Industriais e Logísticos,66.71,70165.04,0.63,0.70,0.99 ,3.05 ,6.10 ,12.13 ,1.02 ,1.02 ,1.01 ,4.09 ,2.01 ,3.02 ,0.55 ,79648071.76,100.39,0.66,0.75 ,-0.02 ,0.72 ,8.77 ,1,16.63,3284,,,
PLRI11,Papéis,10.38,3080.90,0.68,0.11,0.88 ,0.00 ,0.88 ,34.57 ,0.00 ,0.88 ,2.88 ,34.57 ,-20.67 ,-19.97 ,32.02 ,14066834.64,14.69,0.71,0.75 ,-54.32 ,-53.98 ,-60.85 ,1,114.33,845,,,
PMFO11,Misto,88.16,83.50,1.00,0.84,0.00 ,0.00 ,0.00 ,5.81 ,0.00 ,0.00 ,0.48 ,4.87 ,0.00 ,0.00 ,,86208589.95,,,,,,,14,24.55,195,,,
PMIS11,Misto,7.78,92420.19,0.83,0.09,1.17 ,3.50 ,7.20 ,14.80 ,1.17 ,1.20 ,1.23 ,13.48 ,-2.72 ,-1.58 ,19.03 ,137823511.39,,,,,,,14,24.63,6907,,1.10  aa,20.00  aa
PMLL11,Shoppings,100.41,2543100.43,0.82,0.86,0.85 ,2.55 ,5.14 ,10.42 ,0.85 ,0.86 ,0.87 ,9.57 ,-0.76 ,0.09 ,21.39 ,1710618503.95,,,,,,,11,12.09,125954,,0.50  aa,
PNCR11,Imóveis Residenciais,46.76,350700.00,1.02,46.09,0.00 ,0.00 ,0.00 ,2.06 ,0.00 ,0.00 ,0.17 ,12.84 ,0.00 ,0.00 ,,23037047.12,,,,,,,14,49.91,112,,,
PNDL11,Fundo de Desenvolvimento,1000.00,1400000.00,0.94,3.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,153120942.63,,,,,,,14,10.46,55,,,
PNPR11,Fundo de Desenvolvimento,48.00,5000064.00,1.32,19.05,25.23 ,0.00 ,0.00 ,25.23 ,0.00 ,0.00 ,8.41 ,25.23 ,0.00 ,0.00 ,,32773101.68,,,,,,,1,36.00,17,,,
PNRC11,Indefinido,59.34,60.00,1.42,0.63,0.00 ,0.00 ,1.11 ,26.28 ,0.00 ,0.19 ,2.19 ,2.81 ,0.00 ,0.00 ,,17166146.48,,,,,,,14,60.78,104,,,
PORD11,Papéis,7.96,352311.67,0.83,0.10,1.23 ,3.67 ,7.04 ,14.25 ,1.22 ,1.17 ,1.19 ,13.01 ,0.75 ,1.99 ,28.39 ,356673061.69,9.57,0.83,0.99 ,-90.24 ,-90.15 ,-89.09 ,1,17.04,46915,,0.90  aa,15.00  aa
PPEI11,Indefinido,81.39,360672.10,,4.25,5.00 ,0.00 ,5.00 ,10.34 ,0.00 ,0.83 ,1.48 ,5.00 ,13.57 ,19.25 ,19.25 ,,,,,,,,0,32.38,0,1.00  aa,0.10  aa,
PQAG11,Imóveis Industriais e Logísticos,54.49,6310.27,0.98,0.48,0.00 ,1.66 ,4.24 ,9.49 ,0.55 ,0.71 ,0.79 ,8.63 ,0.00 ,0.00 ,,774367067.80,55.34,0.98,0.85 ,-3.35 ,-2.53 ,7.07 ,1,36.64,462,,0.20  aa,
PQDP11,Shoppings,2366.01,243898.19,0.72,17.30,0.74 ,2.11 ,4.99 ,10.80 ,0.70 ,0.83 ,0.90 ,9.78 ,-2.23 ,-1.50 ,38.22 ,350952708.68,3302.96,0.72,0.43 ,5.40 ,5.86 ,2.34 ,1,20.86,3267,,0.23  aa,
PRIF11,Indefinido,101.50,1684.20,,1.00,0.00 ,0.00 ,1.03 ,2.95 ,0.00 ,0.34 ,0.98 ,2.95 ,0.00 ,0.00 ,,,,,,,,,0,91.71,0,,,
PRSV11,Lajes Corporativas,33.02,1391.35,0.24,14.10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,32480916.02,364.23,0.09,0.44 ,-0.03 ,0.41 ,-3.81 ,1,91.46,812,,0.38  aa,
PRTS11,Shoppings,15002.63,3866546832.20,235.11,0.05,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,19.85,8102,,,
PULV11,Papéis,8.85,27439.00,0.88,0.10,0.00 ,2.16 ,5.77 ,13.20 ,0.72 ,0.96 ,1.10 ,12.13 ,0.00 ,0.00 ,,120131234.68,,,,,,,14,50.78,987,,1.50  aa,20.00  aa
PVBI11,Lajes Corporativas,75.75,2819543.33,0.70,0.45,0.61 ,1.79 ,3.78 ,8.10 ,0.60 ,0.63 ,0.68 ,7.31 ,-5.56 ,-4.99 ,13.80 ,2924197797.83,107.78,0.70,0.42 ,4.25 ,4.68 ,13.61 ,7,20.25,162356,0.80  aa,0.20  aa,
QAGR11,agro,41.00,258464.62,0.77,0.46,0.97 ,3.23 ,6.33 ,12.35 ,1.08 ,1.06 ,1.03 ,4.28 ,17.02 ,18.16 ,15.11 ,305270267.01,60.57,0.68,0.76 ,8.47 ,9.29 ,8.23 ,12,9.70,17348,,1.00  aa,
QAMI11,Papéis,84.68,67019.00,1.33,1.00,1.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.32 ,6.69 ,7.94 ,14.22 ,118155565.38,92.80,0.91,1.08 ,1.42 ,2.51 ,14.58 ,14,112.81,8102,,,
QIRI11,Papéis,78.04,6867.57,1.22,89.64,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.90 ,0.00 ,0.00 ,,118155565.38,89.61,0.87,100.03 ,-0.41 ,99.21 ,116.58 ,14,9.65,8102,,,
QNTS11,Indefinido,,,,0.85,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,236066398.40,,,,,,,2,,135,,,
RBCO11,Lajes Corporativas,,,,0.50,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,90.22,,0.22 ,1.03 ,1.25 ,-7.08 ,0,,0,,,
RBDS11,Fundo de Desenvolvimento,1.86,237.70,0.10,2.35,12.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.63 ,0.00 ,0.00 ,,2413329.77,22.98,0.08,0.00 ,0.00 ,0.00 ,0.00 ,14,124.81,819,,,20.00  aa
RBFF11,Fundo de Fundos,48.67,133881.90,0.78,0.51,1.04 ,3.11 ,6.11 ,12.74 ,1.04 ,1.02 ,1.06 ,11.65 ,-4.06 ,-3.06 ,18.28 ,232880543.00,62.11,0.78,0.82 ,-2.69 ,-1.90 ,4.98 ,14,23.33,26009,,0.78  aa,20.00  aa
RBGS11,Shoppings,28.45,,0.45,0.18,0.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.62 ,-1.90 ,-1.29 ,-1.29 ,118155565.38,90.78,0.31,0.18 ,0.00 ,0.18 ,1.17 ,14,,8102,,,
RBHG11,Papéis,63.20,104204.05,0.73,0.80,1.26 ,3.67 ,7.26 ,14.79 ,1.22 ,1.21 ,1.23 ,13.59 ,-3.80 ,-2.59 ,2.61 ,188358419.70,86.88,0.73,0.92 ,-5.65 ,-4.78 ,5.38 ,14,22.03,8199,0.68  aa,0.12  aa,
RBHY11,Papéis,76.24,114282.43,0.84,1.05,1.39 ,4.14 ,8.20 ,16.70 ,1.38 ,1.37 ,1.39 ,15.34 ,0.60 ,2.00 ,19.56 ,172430549.52,91.06,0.84,1.15 ,-3.25 ,-2.14 ,11.11 ,14,17.80,3265,0.88  aa,0.12  aa,10.00  aa
RBIF11,Indefinido,72.58,77928.76,,0.95,1.31 ,3.93 ,7.84 ,16.16 ,1.31 ,1.31 ,1.35 ,14.88 ,-1.21 ,0.08 ,24.16 ,,,,,,,,0,22.61,0,0.80  aa,,
RBIR11,Fundo de Desenvolvimento,91.87,212701.29,0.96,3.93,4.25 ,8.51 ,12.22 ,21.08 ,2.84 ,2.04 ,1.76 ,18.38 ,-5.17 ,-1.14 ,49.42 ,145952702.06,,,,,,,14,24.07,1518,,2.00  aa,20.00  aa
RBLG11,Imóveis Industriais e Logísticos,53.25,560.40,0.82,0.61,0.00 ,0.00 ,2.27 ,9.29 ,0.00 ,0.38 ,0.77 ,6.80 ,0.00 ,0.00 ,,41701908.07,65.31,0.82,0.93 ,-35.00 ,-34.39 ,-32.00 ,1,108.36,246,,1.00  aa,20.00  aa
RBOP11,Lajes Corporativas,209.99,7516.52,0.30,3.50,0.97 ,0.00 ,0.00 ,0.97 ,0.00 ,0.00 ,0.97 ,16.71 ,-0.40 ,0.57 ,101.33 ,69511525.68,,,,,,,2,49.54,2823,,1.10  aa,20.00  aa
RBRD11,Varejo,39.86,26595.76,0.62,0.55,1.36 ,3.85 ,7.80 ,16.41 ,1.28 ,1.30 ,1.37 ,15.21 ,0.50 ,1.87 ,48.57 ,120390682.01,65.01,0.61,0.77 ,-1.78 ,-1.03 ,-3.02 ,4,22.56,7466,,0.17  aa,
